organism,id1,id2,database
511145,b0014,b2218,88
511145,b0014,b4207,208
511145,b0014,b1129,88
511145,b0014,b4143,43
511145,b0014,b1120,252
511145,b0014,b3363,126
511145,b0014,b0914,79
511145,b0014,b1559,227
511145,b0014,b1411,141
511145,b0014,b1000,227
511145,b0014,b4175,92
511145,b0014,b3532,135
511145,b0014,b3737,45
511145,b0014,b2275,135
511145,b0014,b2845,138
511145,b0014,b4174,92
511145,b0014,b1493,144
511145,b0014,b0115,90
511145,b0014,b2216,88
511145,b0014,b3640,118
511145,b0014,b3026,88
511145,b0014,b3162,44
511145,b0014,b0525,126
511145,b0014,b0797,44
511145,b0014,b3807,54
511145,b0014,b3517,144
511145,b0014,b3539,138
511145,b0014,b2851,135
511145,b0014,b1779,90
511145,b0014,b2522,135
511145,b0014,b1276,45
511145,b0014,b2274,135
511145,b0014,b1343,44
511145,b0014,b3210,88
511145,b0014,b3404,88
511145,b0014,b3178,46
511145,b0014,b2796,138
511145,b0014,b0646,135
511145,b0014,b3347,208
511145,b0014,b1687,43
511145,b0014,b3709,138
511145,b0014,b2576,44
511145,b0014,b0489,92
511145,b0014,b0318,112
511145,b0014,b2708,45
511145,b0014,b3732,43
511145,b0014,b0449,79
511145,b0014,b2927,90
511145,b0014,b4019,127
511145,b0014,b1413,51
511145,b0014,b1897,91
511145,b0014,b3161,138
511145,b0014,b0073,45
511145,b0014,b2614,49
511145,b0014,b3780,44
511145,b0014,b2066,104
511145,b0014,b3116,138
511145,b0014,b0148,51
511145,b0014,b3110,138
511145,b0014,b0473,309
511145,b0014,b1967,46
511145,b0014,b0771,45
511145,b0014,b2786,88
511145,b0014,b3678,69
511145,b0014,b4003,88
511145,b0014,b0448,79
511145,b0014,b0993,88
511145,b0014,b3911,88
511145,b0014,b0333,49
511145,b0014,b2237,91
511145,b0014,b0177,54
511145,b0014,b0015,227
511145,b0014,b1905,68
511145,b0014,b1907,138
511145,b0014,b3207,91
511145,b0014,b0424,46
511145,b0014,b4077,95
511145,b0014,b4109,90
511145,b0014,b3639,54
511145,b0015,b0318,72
511145,b0015,b3732,98
511145,b0015,b0449,43
511145,b0015,b3414,111
511145,b0015,b3295,71
511145,b0015,b3161,159
511145,b0015,b2526,227
511145,b0015,b0789,43
511145,b0015,b2528,111
511145,b0015,b2274,142
511145,b0015,b3340,308
511145,b0015,b3210,80
511145,b0015,b2796,159
511145,b0015,b0646,142
511145,b0015,b1687,82
511145,b0015,b3926,54
511145,b0015,b3709,159
511145,b0015,b4003,80
511145,b0015,b0448,43
511145,b0015,b0993,80
511145,b0015,b1249,43
511145,b0015,b3911,80
511145,b0015,b2237,67
511145,b0015,b0177,58
511145,b0015,b1907,159
511145,b0015,b3207,67
511145,b0015,b0156,111
511145,b0015,b1684,111
511145,b0015,b2066,328
511145,b0015,b2069,227
511145,b0015,b3116,159
511145,b0015,b1654,46
511145,b0015,b3110,159
511145,b0015,b0473,345
511145,b0015,b0168,45
511145,b0015,b2786,80
511145,b0015,b0104,79
511145,b0015,b3532,142
511145,b0015,b3737,112
511145,b0015,b2275,142
511145,b0015,b2845,159
511145,b0015,b0649,142
511145,b0015,b2195,45
511145,b0015,b2370,80
511145,b0015,b2218,80
511145,b0015,b1129,80
511145,b0015,b4143,121
511145,b0015,b1646,53
511145,b0015,b1120,262
511145,b0015,b0914,43
511145,b0015,b3807,125
511145,b0015,b0605,45
511145,b0015,b3517,182
511145,b0015,b3539,159
511145,b0015,b2851,142
511145,b0015,b2522,142
511145,b0015,b0650,227
511145,b0015,b1493,182
511145,b0015,b2216,80
511145,b0015,b2508,79
511145,b0023,b3486,720
511145,b0023,b3297,720
511145,b0023,b0169,720
511145,b0023,b2937,500
511145,b0023,b4202,720
511145,b0023,b2609,720
511145,b0023,b1480,720
511145,b0023,b3298,720
511145,b0023,b3065,720
511145,b0023,b3311,720
511145,b0023,b4200,720
511145,b0023,b3321,720
511145,b0023,b3341,720
511145,b0023,b3230,720
511145,b0023,b3203,540
511145,b0023,b3165,720
511145,b0023,b3960,500
511145,b0023,b3306,720
511145,b0023,b0911,720
511145,b0023,b2938,800
511145,b0023,b3296,720
511145,b0023,b3316,720
511145,b0023,b2597,720
511145,b0023,b3314,720
511145,b0023,b3342,720
511145,b0023,b3307,720
511145,b0023,b3303,720
511145,b0025,b0844,900
511145,b0025,b0937,900
511145,b0025,b4055,900
511145,b0025,b1662,900
511145,b0025,b0980,900
511145,b0025,b3812,900
511145,b0025,b3844,900
511145,b0026,b0642,249
511145,b0026,b1876,249
511145,b0026,b2989,97
511145,b0026,b4129,82
511145,b0026,b0194,249
511145,b0026,b3592,97
511145,b0026,b3229,97
511145,b0026,b2890,82
511145,b0026,b2302,97
511145,b0026,b0680,118
511145,b0026,b0930,82
511145,b0026,b2301,97
511145,b0026,b0144,118
511145,b0026,b1454,97
511145,b0026,b0838,97
511145,b0026,b2400,118
511145,b0026,b1635,97
511145,b0026,b2114,200
511145,b0029,b2515,900
511145,b0029,b0421,900
511145,b0029,b2889,900
511145,b0030,b2498,500
511145,b0030,b0469,500
511145,b0030,b0337,500
511145,b0030,b2143,500
511145,b0031,b0166,900
511145,b0031,b2478,900
511145,b0032,b4254,800
511145,b0032,b0521,800
511145,b0032,b0323,800
511145,b0032,b3870,900
511145,b0032,b0485,900
511145,b0032,b2312,900
511145,b0032,b3212,900
511145,b0032,b3172,800
511145,b0032,b4244,900
511145,b0032,b3213,900
511145,b0032,b0273,800
511145,b0032,b2874,800
511145,b0032,b1524,900
511145,b0032,b4245,900
511145,b0032,b0033,900
511145,b0032,b3729,900
511145,b0033,b3207,136
511145,b0033,b3212,900
511145,b0033,b2312,900
511145,b0033,b0485,900
511145,b0033,b3213,900
511145,b0033,b4244,900
511145,b0033,b2237,136
511145,b0033,b3172,800
511145,b0033,b0323,800
511145,b0033,b0521,800
511145,b0033,b4254,800
511145,b0033,b3870,900
511145,b0033,b4245,900
511145,b0033,b1524,900
511145,b0033,b3729,900
511145,b0033,b0273,800
511145,b0033,b2874,800
511145,b0036,b3671,86
511145,b0036,b1387,87
511145,b0036,b0038,502
511145,b0036,b0221,97
511145,b0036,b0074,46
511145,b0036,b3234,117
511145,b0036,b2371,45
511145,b0036,b0352,46
511145,b0036,b0871,86
511145,b0036,b1732,99
511145,b0036,b4190,67
511145,b0036,b2534,67
511145,b0036,b1136,99
511145,b0036,b2342,152
511145,b0036,b2373,86
511145,b0036,b3235,117
511145,b0036,b4187,97
511145,b0036,b1397,152
511145,b0036,b0039,529
511145,b0036,b2224,152
511145,b0036,b0037,500
511145,b0036,b3845,152
511145,b0036,b2541,63
511145,b0036,b0077,86
511145,b0036,b0161,117
511145,b0036,b2844,152
511145,b0036,b1695,97
511145,b0037,b2834,57
511145,b0037,b0841,140
511145,b0037,b4029,140
511145,b0037,b1406,57
511145,b0037,b3001,57
511145,b0037,b3305,228
511145,b0037,b0419,57
511145,b0037,b0984,140
511145,b0037,b1411,140
511145,b0037,b1771,57
511145,b0037,b1278,140
511145,b0037,b0040,500
511145,b0038,b1387,103
511145,b0038,b0221,81
511145,b0038,b3846,45
511145,b0038,b2341,45
511145,b0038,b2373,51
511145,b0038,b1393,45
511145,b0038,b0039,521
511145,b0038,b4187,81
511145,b0038,b1695,81
511145,b0038,b3397,46
511145,b0039,b0161,142
511145,b0039,b0077,124
511145,b0039,b1378,92
511145,b0039,b2287,115
511145,b0039,b2562,92
511145,b0039,b2283,116
511145,b0039,b2488,92
511145,b0039,b2764,153
511145,b0039,b2263,44
511145,b0039,b0349,44
511145,b0039,b2720,92
511145,b0039,b2836,44
511145,b0039,b2919,97
511145,b0039,b3018,44
511145,b0039,b1136,187
511145,b0039,b2341,97
511145,b0039,b2286,628
511145,b0039,b3235,142
511145,b0039,b2373,124
511145,b0039,b1393,97
511145,b0039,b0352,104
511145,b0039,b3234,142
511145,b0039,b1009,44
511145,b0039,b2371,81
511145,b0039,b0074,104
511145,b0039,b1732,194
511145,b0039,b0871,124
511145,b0039,b1094,110
511145,b0039,b0452,111
511145,b0039,b1387,110
511145,b0039,b2374,81
511145,b0039,b2281,92
511145,b0039,b3412,44
511145,b0039,b3605,113
511145,b0039,b3671,124
511145,b0039,b1394,97
511145,b0039,b0686,44
511145,b0039,b2284,116
511145,b0039,b2285,116
511145,b0039,b2288,225
511145,b0039,b3846,97
511145,b0041,b2769,251
511145,b0041,b1698,251
511145,b0041,b1700,251
511145,b0041,b0042,251
511145,b0041,b2767,251
511145,b0041,b0044,251
511145,b0042,b1700,251
511145,b0042,b2767,251
511145,b0042,b0044,251
511145,b0042,b1697,251
511145,b0042,b2770,251
511145,b0044,b2770,251
511145,b0044,b1698,251
511145,b0044,b2769,251
511145,b0044,b1697,251
511145,b0046,b3351,540
511145,b0046,b2838,323
511145,b0046,b0047,540
511145,b0046,b0696,540
511145,b0046,b0698,540
511145,b0046,b4513,540
511145,b0046,b0697,540
511145,b0046,b3350,540
511145,b0047,b0697,540
511145,b0047,b4513,540
511145,b0047,b3350,540
511145,b0047,b0696,540
511145,b0047,b3351,540
511145,b0047,b0698,540
511145,b0048,b1849,900
511145,b0048,b2827,900
511145,b0048,b2904,500
511145,b0048,b2551,900
511145,b0048,b2905,900
511145,b0048,b2903,500
511145,b0048,b1232,900
511145,b0048,b2500,900
511145,b0048,b2315,900
511145,b0048,b3288,900
511145,b0048,b4019,900
511145,b0048,b0116,500
511145,b0048,b4006,900
511145,b0048,b1606,900
511145,b0049,b1343,93
511145,b0049,b1808,111
511145,b0049,b0169,153
511145,b0049,b3297,141
511145,b0049,b4481,142
511145,b0049,b3486,64
511145,b0049,b2255,82
511145,b0049,b2263,247
511145,b0049,b0349,247
511145,b0049,b2016,82
511145,b0049,b2252,47
511145,b0049,b3926,142
511145,b0049,b3347,47
511145,b0049,b0680,131
511145,b0049,b4207,47
511145,b0049,b2052,82
511145,b0049,b3231,120
511145,b0049,b0161,151
511145,b0049,b0127,64
511145,b0049,b0060,77
511145,b0049,b3319,153
511145,b0049,b3304,199
511145,b0049,b0318,767
511145,b0049,b2576,93
511145,b0049,b3321,110
511145,b0049,b3311,199
511145,b0049,b0799,111
511145,b0049,b3309,199
511145,b0049,b3310,199
511145,b0049,b3302,190
511145,b0049,b0868,82
511145,b0049,b3165,153
511145,b0049,b3984,191
511145,b0049,b3780,93
511145,b0049,b3412,247
511145,b0049,b0794,64
511145,b0049,b0708,87
511145,b0049,b0686,247
511145,b0049,b3312,199
511145,b0049,b3985,199
511145,b0049,b3306,199
511145,b0049,b3983,121
511145,b0049,b3308,199
511145,b0049,b2400,131
511145,b0049,b2237,264
511145,b0049,b3317,199
511145,b0049,b3162,93
511145,b0049,b3318,199
511145,b0049,b3315,190
511145,b0049,b0797,93
511145,b0049,b3235,151
511145,b0049,b2320,51
511145,b0049,b2908,69
511145,b0049,b3234,151
511145,b0049,b0144,131
511145,b0049,b3303,170
511145,b0049,b3320,190
511145,b0049,b1009,247
511145,b0049,b3619,82
511145,b0049,b3342,174
511145,b0049,b3307,153
511145,b0049,b3316,199
511145,b0049,b3207,264
511145,b0049,b3296,110
511145,b0049,b3314,199
511145,b0052,b2564,500
511145,b0052,b0907,900
511145,b0053,b3363,142
511145,b0053,b0525,142
511145,b0053,b3207,96
511145,b0054,b3200,900
511145,b0054,b3201,900
511145,b0054,b4262,900
511145,b0054,b3199,900
511145,b0054,b4261,900
511145,b0054,b0641,900
511145,b0055,b3527,51
511145,b0055,b1654,244
511145,b0055,b0156,133
511145,b0055,b1684,133
511145,b0055,b3807,104
511145,b0055,b4143,86
511145,b0055,b2528,133
511145,b0055,b2614,82
511145,b0055,b1494,51
511145,b0055,b3414,133
511145,b0059,b2522,200
511145,b0059,b3207,102
511145,b0059,b3987,753
511145,b0059,b2851,200
511145,b0059,b3649,758
511145,b0059,b2184,761
511145,b0059,b2237,102
511145,b0059,b0525,127
511145,b0059,b0797,225
511145,b0059,b2798,624
511145,b0059,b1045,46
511145,b0059,b3318,128
511145,b0059,b3162,225
511145,b0059,b3983,259
511145,b0059,b0231,106
511145,b0059,b3640,126
511145,b0059,b3985,128
511145,b0059,b2066,769
511145,b0059,b3780,225
511145,b0059,b3988,246
511145,b0059,b0799,474
511145,b0059,b3309,128
511145,b0059,b2275,200
511145,b0059,b4179,74
511145,b0059,b3295,757
511145,b0059,b3532,200
511145,b0059,b0060,62
511145,b0059,b3863,624
511145,b0059,b2576,225
511145,b0059,b0318,78
511145,b0059,b0646,200
511145,b0059,b1120,73
511145,b0059,b3363,127
511145,b0059,b3648,68
511145,b0059,b3701,394
511145,b0059,b1184,106
511145,b0059,b1808,474
511145,b0059,b1479,45
511145,b0059,b1099,57
511145,b0059,b1343,225
511145,b0059,b0932,115
511145,b0059,b2274,200
511145,b0059,b0649,200
511145,b0059,b2195,82
511145,b0060,b2113,90
511145,b0060,b2798,579
511145,b0060,b2184,251
511145,b0060,b2699,184
511145,b0060,b3987,115
511145,b0060,b2851,62
511145,b0060,b1763,182
511145,b0060,b2522,62
511145,b0060,b1749,741
511145,b0060,b2060,90
511145,b0060,b1094,138
511145,b0060,b4170,82
511145,b0060,b0231,540
511145,b0060,b0981,90
511145,b0060,b0318,130
511145,b0060,b3732,79
511145,b0060,b3863,579
511145,b0060,b3532,62
511145,b0060,b2275,62
511145,b0060,b0799,351
511145,b0060,b0649,62
511145,b0060,b2274,62
511145,b0060,b1099,762
511145,b0060,b1808,351
511145,b0060,b3822,203
511145,b0060,b0397,233
511145,b0060,b3701,768
511145,b0060,b1184,540
511145,b0060,b1274,182
511145,b0060,b0646,62
511145,b0060,b0398,233
511145,b0061,b4197,900
511145,b0061,b3092,800
511145,b0061,b0062,800
511145,b0061,b0318,105
511145,b0061,b1580,800
511145,b0061,b0063,900
511145,b0061,b3564,900
511145,b0061,b3582,900
511145,b0061,b3583,900
511145,b0061,b1617,800
511145,b0061,b3386,900
511145,b0061,b4198,900
511145,b0062,b4358,800
511145,b0062,b0271,800
511145,b0062,b0063,900
511145,b0062,b3583,800
511145,b0062,b4198,800
511145,b0063,b2029,800
511145,b0063,b3526,800
511145,b0063,b4197,900
511145,b0063,b4198,900
511145,b0063,b3386,900
511145,b0063,b3582,900
511145,b0063,b3583,900
511145,b0063,b2914,800
511145,b0063,b4090,800
511145,b0066,b4032,540
511145,b0066,b0809,540
511145,b0066,b4289,540
511145,b0066,b3728,540
511145,b0066,b3271,540
511145,b0066,b3479,540
511145,b0066,b0698,540
511145,b0066,b1291,540
511145,b0066,b3567,540
511145,b0066,b3542,540
511145,b0066,b1515,540
511145,b0066,b1126,540
511145,b0066,b1918,540
511145,b0066,b2201,540
511145,b0066,b0262,360
511145,b0066,b0887,540
511145,b0066,b3201,540
511145,b0066,b1859,540
511145,b0066,b0764,540
511145,b0066,b0794,540
511145,b0066,b1244,540
511145,b0066,b1486,540
511145,b0066,b1246,540
511145,b0066,b3460,540
511145,b0066,b3453,540
511145,b0066,b3455,540
511145,b0066,b2200,540
511145,b0066,b2178,540
511145,b0066,b3917,540
511145,b0066,b3194,360
511145,b0066,b1292,540
511145,b0066,b0810,540
511145,b0066,b4230,540
511145,b0066,b4288,540
511145,b0066,b4033,540
511145,b0066,b4035,540
511145,b0066,b4231,540
511145,b0066,b0792,540
511145,b0066,b1243,540
511145,b0066,b3544,540
511145,b0066,b1917,540
511145,b0066,b2310,540
511145,b0066,b3725,540
511145,b0066,b0933,540
511145,b0066,b0653,540
511145,b0066,b0128,360
511145,b0066,b0862,540
511145,b0066,b1118,540
511145,b0066,b1711,540
511145,b0066,b3541,540
511145,b0066,b2308,540
511145,b0066,b1516,540
511145,b0066,b3750,540
511145,b0066,b0886,540
511145,b0066,b1310,540
511145,b0066,b3751,540
511145,b0066,b0811,540
511145,b0066,b0934,540
511145,b0066,b3269,540
511145,b0066,b2547,540
511145,b0066,b3458,540
511145,b0066,b3727,540
511145,b0066,b3566,540
511145,b0066,b2423,540
511145,b0066,b0854,540
511145,b0066,b0832,540
511145,b0066,b0366,540
511145,b0066,b4086,540
511145,b0066,b3452,540
511145,b0066,b1487,540
511145,b0066,b2678,540
511145,b0066,b1442,540
511145,b0066,b1124,540
511145,b0066,b0860,540
511145,b0066,b2306,540
511145,b0066,b0589,540
511145,b0066,b4262,540
511145,b0066,b1293,540
511145,b0066,b2679,540
511145,b0066,b0831,540
511145,b0066,b0590,540
511145,b0066,b1900,540
511145,b0066,b1513,540
511145,b0066,b0588,540
511145,b0066,b0863,540
511145,b0066,b1857,540
511145,b0066,b1125,540
511145,b0066,b1294,540
511145,b0066,b2417,540
511145,b0066,b1441,540
511145,b0066,b2128,540
511145,b0066,b0199,540
511145,b0066,b1754,540
511145,b0066,b0855,540
511145,b0066,b0765,540
511145,b0066,b3450,540
511145,b0066,b3749,540
511145,b0066,b0151,540
511145,b0066,b2180,540
511145,b0066,b0763,540
511145,b0066,b1311,540
511145,b0066,b0696,540
511145,b0066,b2211,540
511145,b0066,b4460,540
511145,b0066,b1319,540
511145,b0066,b1920,540
511145,b0066,b1901,540
511145,b0066,b1440,540
511145,b0066,b3486,360
511145,b0066,b4034,540
511145,b0066,b0152,540
511145,b0066,b0153,540
511145,b0066,b3726,540
511145,b0066,b0914,540
511145,b0066,b2197,540
511145,b0066,b4227,540
511145,b0066,b0864,540
511145,b0066,b1312,540
511145,b0066,b1755,540
511145,b0066,b0592,540
511145,b0066,b2546,540
511145,b0066,b3543,540
511145,b0066,b3476,540
511145,b0066,b2422,540
511145,b0066,b2548,540
511145,b0066,b1484,540
511145,b0066,b0654,540
511145,b0066,b0067,900
511145,b0066,b4261,540
511145,b0066,b0198,540
511145,b0066,b1290,540
511145,b0066,b1116,540
511145,b0066,b0861,540
511145,b0066,b1485,540
511145,b0066,b2307,540
511145,b0066,b1858,540
511145,b0066,b3454,540
511145,b0066,b2148,540
511145,b0066,b2198,540
511145,b0066,b0367,540
511145,b0066,b3485,360
511145,b0066,b1443,540
511145,b0066,b3451,540
511145,b0066,b2131,540
511145,b0066,b2424,540
511145,b0066,b2199,540
511145,b0066,b1709,540
511145,b0066,b3540,540
511145,b0066,b0936,540
511145,b0066,b4088,540
511145,b0066,b4087,540
511145,b0066,b3568,540
511145,b0066,b2309,540
511145,b0066,b3270,540
511145,b0066,b1483,540
511145,b0066,b1756,540
511145,b0066,b3480,540
511145,b0066,b0829,540
511145,b0066,b0652,540
511145,b0066,b0365,540
511145,b0066,b3477,540
511145,b0066,b1245,540
511145,b0066,b4290,540
511145,b0066,b3020,360
511145,b0066,b1514,540
511145,b0066,b2150,540
511145,b0066,b3457,540
511145,b0066,b0856,540
511145,b0066,b1247,540
511145,b0066,b2129,540
511145,b0066,b2130,540
511145,b0066,b2177,540
511145,b0066,b0857,540
511145,b0066,b0697,540
511145,b0066,b0197,540
511145,b0066,b4513,540
511145,b0066,b1329,540
511145,b0066,b0760,540
511145,b0066,b3478,540
511145,b0066,b2425,540
511145,b0066,b1117,540
511145,b0066,b0655,540
511145,b0066,b4485,540
511145,b0066,b2677,540
511145,b0066,b0793,540
511145,b0066,b2149,540
511145,b0066,b0158,540
511145,b0066,b4105,360
511145,b0066,b4287,540
511145,b0066,b2179,540
511145,b0066,b0068,900
511145,b0066,b3456,540
511145,b0066,b0830,540
511145,b0067,b0697,540
511145,b0067,b2177,540
511145,b0067,b0857,540
511145,b0067,b2130,540
511145,b0067,b2129,540
511145,b0067,b0760,540
511145,b0067,b1329,540
511145,b0067,b0197,540
511145,b0067,b4513,540
511145,b0067,b0793,540
511145,b0067,b2149,540
511145,b0067,b2677,540
511145,b0067,b1117,540
511145,b0067,b2425,540
511145,b0067,b0655,540
511145,b0067,b4485,540
511145,b0067,b3478,540
511145,b0067,b0830,540
511145,b0067,b3456,540
511145,b0067,b4105,360
511145,b0067,b0158,540
511145,b0067,b4287,540
511145,b0067,b0068,900
511145,b0067,b2179,540
511145,b0067,b3485,360
511145,b0067,b3451,540
511145,b0067,b1443,540
511145,b0067,b0367,540
511145,b0067,b4088,540
511145,b0067,b0936,540
511145,b0067,b4087,540
511145,b0067,b1709,540
511145,b0067,b3540,540
511145,b0067,b2131,540
511145,b0067,b2199,540
511145,b0067,b2424,540
511145,b0067,b3477,540
511145,b0067,b3270,540
511145,b0067,b1483,540
511145,b0067,b3480,540
511145,b0067,b1756,540
511145,b0067,b0652,540
511145,b0067,b0365,540
511145,b0067,b0829,540
511145,b0067,b2309,540
511145,b0067,b3568,540
511145,b0067,b0856,540
511145,b0067,b1247,540
511145,b0067,b1514,540
511145,b0067,b2150,540
511145,b0067,b3457,540
511145,b0067,b3020,360
511145,b0067,b4290,540
511145,b0067,b1245,540
511145,b0067,b0864,540
511145,b0067,b1312,540
511145,b0067,b1755,540
511145,b0067,b4227,540
511145,b0067,b2197,540
511145,b0067,b0914,540
511145,b0067,b2548,540
511145,b0067,b3476,540
511145,b0067,b2422,540
511145,b0067,b0592,540
511145,b0067,b3543,540
511145,b0067,b2546,540
511145,b0067,b1290,540
511145,b0067,b1116,540
511145,b0067,b0198,540
511145,b0067,b4261,540
511145,b0067,b0654,540
511145,b0067,b1484,540
511145,b0067,b2198,540
511145,b0067,b2148,540
511145,b0067,b3454,540
511145,b0067,b1858,540
511145,b0067,b0861,540
511145,b0067,b2307,540
511145,b0067,b1485,540
511145,b0067,b0765,540
511145,b0067,b0199,540
511145,b0067,b1754,540
511145,b0067,b0855,540
511145,b0067,b2128,540
511145,b0067,b2180,540
511145,b0067,b0151,540
511145,b0067,b3749,540
511145,b0067,b3450,540
511145,b0067,b2211,540
511145,b0067,b4460,540
511145,b0067,b1319,540
511145,b0067,b0696,540
511145,b0067,b1311,540
511145,b0067,b0763,540
511145,b0067,b3726,540
511145,b0067,b0153,540
511145,b0067,b1440,540
511145,b0067,b3486,360
511145,b0067,b1901,540
511145,b0067,b4034,540
511145,b0067,b0152,540
511145,b0067,b1920,540
511145,b0067,b0860,540
511145,b0067,b1442,540
511145,b0067,b1124,540
511145,b0067,b1487,540
511145,b0067,b2678,540
511145,b0067,b3452,540
511145,b0067,b2679,540
511145,b0067,b0831,540
511145,b0067,b1293,540
511145,b0067,b4262,540
511145,b0067,b2306,540
511145,b0067,b0589,540
511145,b0067,b1900,540
511145,b0067,b0590,540
511145,b0067,b2417,540
511145,b0067,b1294,540
511145,b0067,b1441,540
511145,b0067,b1125,540
511145,b0067,b0863,540
511145,b0067,b1857,540
511145,b0067,b1513,540
511145,b0067,b0588,540
511145,b0067,b1118,540
511145,b0067,b3541,540
511145,b0067,b1711,540
511145,b0067,b3725,540
511145,b0067,b0653,540
511145,b0067,b0933,540
511145,b0067,b0862,540
511145,b0067,b0128,360
511145,b0067,b2310,540
511145,b0067,b1917,540
511145,b0067,b3751,540
511145,b0067,b0811,540
511145,b0067,b0934,540
511145,b0067,b1310,540
511145,b0067,b0886,540
511145,b0067,b3750,540
511145,b0067,b1516,540
511145,b0067,b2308,540
511145,b0067,b3727,540
511145,b0067,b3458,540
511145,b0067,b3269,540
511145,b0067,b2547,540
511145,b0067,b4086,540
511145,b0067,b0832,540
511145,b0067,b0366,540
511145,b0067,b2423,540
511145,b0067,b0854,540
511145,b0067,b3566,540
511145,b0067,b3917,540
511145,b0067,b2178,540
511145,b0067,b2200,540
511145,b0067,b4033,540
511145,b0067,b4230,540
511145,b0067,b4288,540
511145,b0067,b0810,540
511145,b0067,b1292,540
511145,b0067,b3194,360
511145,b0067,b4035,540
511145,b0067,b3544,540
511145,b0067,b1243,540
511145,b0067,b4231,540
511145,b0067,b0792,540
511145,b0067,b3271,540
511145,b0067,b0698,540
511145,b0067,b1291,540
511145,b0067,b3479,540
511145,b0067,b3567,540
511145,b0067,b0809,540
511145,b0067,b3728,540
511145,b0067,b4289,540
511145,b0067,b4032,540
511145,b0067,b1918,540
511145,b0067,b2201,540
511145,b0067,b1515,540
511145,b0067,b1126,540
511145,b0067,b3542,540
511145,b0067,b1486,540
511145,b0067,b1246,540
511145,b0067,b1244,540
511145,b0067,b0794,540
511145,b0067,b1859,540
511145,b0067,b0764,540
511145,b0067,b0262,360
511145,b0067,b0887,540
511145,b0067,b3201,540
511145,b0067,b3455,540
511145,b0067,b3460,540
511145,b0067,b3453,540
511145,b0068,b1900,540
511145,b0068,b0590,540
511145,b0068,b1441,540
511145,b0068,b1294,540
511145,b0068,b2417,540
511145,b0068,b1125,540
511145,b0068,b1857,540
511145,b0068,b0863,540
511145,b0068,b0588,540
511145,b0068,b1513,540
511145,b0068,b0860,540
511145,b0068,b1124,540
511145,b0068,b1442,540
511145,b0068,b2678,540
511145,b0068,b1487,540
511145,b0068,b3452,540
511145,b0068,b0831,540
511145,b0068,b2679,540
511145,b0068,b1293,540
511145,b0068,b4262,540
511145,b0068,b0589,540
511145,b0068,b2306,540
511145,b0068,b3727,540
511145,b0068,b3458,540
511145,b0068,b2547,540
511145,b0068,b3269,540
511145,b0068,b4086,540
511145,b0068,b0366,540
511145,b0068,b0832,540
511145,b0068,b0854,540
511145,b0068,b2423,540
511145,b0068,b3566,540
511145,b0068,b3541,540
511145,b0068,b1711,540
511145,b0068,b1118,540
511145,b0068,b0862,540
511145,b0068,b0128,360
511145,b0068,b0933,540
511145,b0068,b0653,540
511145,b0068,b3725,540
511145,b0068,b2310,540
511145,b0068,b1917,540
511145,b0068,b0934,540
511145,b0068,b0811,540
511145,b0068,b3751,540
511145,b0068,b1310,540
511145,b0068,b0886,540
