organism,id1,id2,database
511145,b0764,b1920,540
511145,b0764,b0765,900
511145,b0764,b1754,540
511145,b0764,b0855,540
511145,b0764,b2128,540
511145,b0764,b2180,540
511145,b0764,b3749,540
511145,b0764,b3450,540
511145,b0764,b2149,540
511145,b0764,b0793,540
511145,b0764,b2677,540
511145,b0764,b4485,540
511145,b0764,b2425,540
511145,b0764,b1117,540
511145,b0764,b3478,540
511145,b0764,b0830,540
511145,b0764,b3456,540
511145,b0764,b0827,500
511145,b0764,b4287,540
511145,b0764,b2179,540
511145,b0764,b4105,360
511145,b0764,b0857,540
511145,b0764,b2177,540
511145,b0764,b2129,540
511145,b0764,b2130,540
511145,b0764,b1329,540
511145,b0764,b4513,540
511145,b0764,b3477,540
511145,b0764,b3480,540
511145,b0764,b1756,540
511145,b0764,b0829,540
511145,b0764,b3270,540
511145,b0764,b1483,540
511145,b0764,b2309,540
511145,b0764,b3568,540
511145,b0764,b0856,540
511145,b0764,b1247,540
511145,b0764,b3457,540
511145,b0764,b1514,540
511145,b0764,b2150,540
511145,b0764,b4290,540
511145,b0764,b3020,360
511145,b0764,b1245,540
511145,b0764,b1443,540
511145,b0764,b3451,540
511145,b0764,b3485,360
511145,b0764,b4087,540
511145,b0764,b0936,540
511145,b0764,b4088,540
511145,b0764,b1709,540
511145,b0764,b3540,540
511145,b0764,b2131,540
511145,b0764,b2424,540
511145,b0764,b2199,540
511145,b0764,b4035,540
511145,b0764,b3544,540
511145,b0764,b1243,540
511145,b0764,b0792,540
511145,b0764,b4231,540
511145,b0764,b3917,540
511145,b0764,b2178,540
511145,b0764,b2200,540
511145,b0764,b4033,540
511145,b0764,b4288,540
511145,b0764,b4230,540
511145,b0764,b1292,540
511145,b0764,b0810,540
511145,b0764,b3194,360
511145,b0764,b1486,540
511145,b0764,b1246,540
511145,b0764,b0794,540
511145,b0764,b1244,540
511145,b0764,b1859,540
511145,b0764,b3201,540
511145,b0764,b0887,540
511145,b0764,b3455,540
511145,b0764,b3453,540
511145,b0764,b3460,540
511145,b0764,b3567,540
511145,b0764,b3271,540
511145,b0764,b3479,540
511145,b0764,b1291,540
511145,b0764,b0809,540
511145,b0764,b4289,540
511145,b0764,b3728,540
511145,b0764,b4032,540
511145,b0764,b2201,540
511145,b0764,b1918,540
511145,b0764,b1515,540
511145,b0764,b1126,540
511145,b0764,b3542,540
511145,b0764,b1900,540
511145,b0764,b1441,540
511145,b0764,b1294,540
511145,b0764,b2417,540
511145,b0764,b1125,540
511145,b0764,b1857,540
511145,b0764,b0863,540
511145,b0764,b1513,540
511145,b0764,b0860,540
511145,b0764,b1124,540
511145,b0764,b1442,540
511145,b0764,b1487,540
511145,b0764,b2678,540
511145,b0764,b3452,540
511145,b0764,b0831,540
511145,b0764,b2679,540
511145,b0764,b1293,540
511145,b0764,b4262,540
511145,b0764,b2306,540
511145,b0764,b3727,540
511145,b0764,b3458,540
511145,b0764,b3269,540
511145,b0764,b2547,540
511145,b0764,b4086,540
511145,b0764,b0832,540
511145,b0764,b2423,540
511145,b0764,b0854,540
511145,b0764,b3566,540
511145,b0764,b1711,540
511145,b0764,b3541,540
511145,b0764,b1118,540
511145,b0764,b0933,540
511145,b0764,b0862,540
511145,b0764,b3725,540
511145,b0764,b2310,540
511145,b0764,b1917,540
511145,b0764,b0811,540
511145,b0764,b0934,540
511145,b0764,b3751,540
511145,b0764,b1310,540
511145,b0764,b3750,540
511145,b0764,b0886,540
511145,b0764,b2308,540
511145,b0764,b1516,540
511145,b0765,b3541,540
511145,b0765,b1711,540
511145,b0765,b1118,540
511145,b0765,b3451,540
511145,b0765,b0933,540
511145,b0765,b1443,540
511145,b0765,b0862,540
511145,b0765,b3725,540
511145,b0765,b3485,360
511145,b0765,b2310,540
511145,b0765,b1917,540
511145,b0765,b4087,540
511145,b0765,b0811,540
511145,b0765,b0934,540
511145,b0765,b4088,540
511145,b0765,b0936,540
511145,b0765,b3751,540
511145,b0765,b1709,540
511145,b0765,b3540,540
511145,b0765,b1310,540
511145,b0765,b2131,540
511145,b0765,b2199,540
511145,b0765,b0886,540
511145,b0765,b2424,540
511145,b0765,b3750,540
511145,b0765,b1516,540
511145,b0765,b2308,540
511145,b0765,b3477,540
511145,b0765,b3727,540
511145,b0765,b1756,540
511145,b0765,b3480,540
511145,b0765,b0829,540
511145,b0765,b3270,540
511145,b0765,b3458,540
511145,b0765,b1483,540
511145,b0765,b3269,540
511145,b0765,b2547,540
511145,b0765,b2309,540
511145,b0765,b3568,540
511145,b0765,b0856,540
511145,b0765,b4086,540
511145,b0765,b1247,540
511145,b0765,b3457,540
511145,b0765,b1514,540
511145,b0765,b0832,540
511145,b0765,b2150,540
511145,b0765,b2423,540
511145,b0765,b3020,360
511145,b0765,b4290,540
511145,b0765,b0854,540
511145,b0765,b1245,540
511145,b0765,b3566,540
511145,b0765,b0860,540
511145,b0765,b0857,540
511145,b0765,b1124,540
511145,b0765,b2177,540
511145,b0765,b1442,540
511145,b0765,b2130,540
511145,b0765,b2129,540
511145,b0765,b1487,540
511145,b0765,b2678,540
511145,b0765,b3452,540
511145,b0765,b0831,540
511145,b0765,b2679,540
511145,b0765,b1293,540
511145,b0765,b1329,540
511145,b0765,b4262,540
511145,b0765,b4513,540
511145,b0765,b2306,540
511145,b0765,b2149,540
511145,b0765,b1900,540
511145,b0765,b0793,540
511145,b0765,b2677,540
511145,b0765,b4485,540
511145,b0765,b2425,540
511145,b0765,b1117,540
511145,b0765,b3478,540
511145,b0765,b1441,540
511145,b0765,b1294,540
511145,b0765,b2417,540
511145,b0765,b0830,540
511145,b0765,b1125,540
511145,b0765,b1857,540
511145,b0765,b3456,540
511145,b0765,b0863,540
511145,b0765,b4287,540
511145,b0765,b0827,500
511145,b0765,b1513,540
511145,b0765,b2179,540
511145,b0765,b4105,360
511145,b0765,b3567,540
511145,b0765,b3271,540
511145,b0765,b1291,540
511145,b0765,b3479,540
511145,b0765,b1754,540
511145,b0765,b0855,540
511145,b0765,b0809,540
511145,b0765,b3728,540
511145,b0765,b4289,540
511145,b0765,b2128,540
511145,b0765,b4032,540
511145,b0765,b2180,540
511145,b0765,b2201,540
511145,b0765,b1918,540
511145,b0765,b3749,540
511145,b0765,b1126,540
511145,b0765,b1515,540
511145,b0765,b3542,540
511145,b0765,b3450,540
511145,b0765,b4460,540
511145,b0765,b1486,540
511145,b0765,b1246,540
511145,b0765,b1319,540
511145,b0765,b2211,540
511145,b0765,b0794,540
511145,b0765,b1244,540
511145,b0765,b1311,540
511145,b0765,b1859,540
511145,b0765,b3201,540
511145,b0765,b0887,540
511145,b0765,b3726,540
511145,b0765,b3455,540
511145,b0765,b4034,540
511145,b0765,b1901,540
511145,b0765,b3486,360
511145,b0765,b1440,540
511145,b0765,b1920,540
511145,b0765,b3453,540
511145,b0765,b3460,540
511145,b0765,b1755,540
511145,b0765,b3917,540
511145,b0765,b0864,540
511145,b0765,b1312,540
511145,b0765,b4227,540
511145,b0765,b2178,540
511145,b0765,b2197,540
511145,b0765,b0914,540
511145,b0765,b2200,540
511145,b0765,b2548,540
511145,b0765,b4033,540
511145,b0765,b4288,540
511145,b0765,b4230,540
511145,b0765,b0810,540
511145,b0765,b1292,540
511145,b0765,b3476,540
511145,b0765,b2422,540
511145,b0765,b2546,540
511145,b0765,b3543,540
511145,b0765,b3194,360
511145,b0765,b1290,540
511145,b0765,b1116,540
511145,b0765,b4261,540
511145,b0765,b4035,540
511145,b0765,b1484,540
511145,b0765,b3544,540
511145,b0765,b2198,540
511145,b0765,b2148,540
511145,b0765,b3454,540
511145,b0765,b1858,540
511145,b0765,b1243,540
511145,b0765,b2307,540
511145,b0765,b1485,540
511145,b0765,b0792,540
511145,b0765,b0861,540
511145,b0765,b4231,540
511145,b0766,b2843,500
511145,b0766,b2097,500
511145,b0766,b2925,500
511145,b0766,b4025,500
511145,b0766,b2415,500
511145,b0766,b1723,500
511145,b0766,b3916,500
511145,b0767,b4268,900
511145,b0767,b1852,900
511145,b0767,b3437,900
511145,b0767,b2029,900
511145,b0767,b1851,900
511145,b0769,b3992,334
511145,b0769,b0826,334
511145,b0769,b2269,249
511145,b0769,b3926,277
511145,b0769,b4481,277
511145,b0771,b1276,900
511145,b0771,b1136,900
511145,b0771,b4040,74
511145,b0771,b3807,74
511145,b0771,b1654,119
511145,b0771,b2069,45
511145,b0771,b3605,66
511145,b0771,b4015,900
511145,b0771,b2614,69
511145,b0771,b3737,96
511145,b0771,b2526,45
511145,b0771,b3732,97
511145,b0771,b3430,74
511145,b0771,b1800,85
511145,b0771,b1687,56
511145,b0771,b4143,89
511145,b0771,b3178,93
511145,b0771,b3734,98
511145,b0773,b3339,72
511145,b0773,b3980,72
511145,b0773,b3207,206
511145,b0773,b3313,67
511145,b0773,b3168,87
511145,b0773,b2237,206
511145,b0774,b0778,900
511145,b0774,b1593,900
511145,b0774,b0776,900
511145,b0775,b0778,900
511145,b0775,b1593,900
511145,b0775,b3551,900
511145,b0775,b3973,900
511145,b0776,b3412,900
511145,b0776,b4179,47
511145,b0777,b1095,900
511145,b0777,b2323,900
511145,b0778,b1593,900
511145,b0779,b4350,540
511145,b0779,b4349,540
511145,b0779,b1863,900
511145,b0779,b4058,900
511145,b0779,b4170,540
511145,b0779,b1860,900
511145,b0779,b4348,540
511145,b0779,b2733,540
511145,b0779,b2894,720
511145,b0779,b1114,540
511145,b0779,b3811,720
511145,b0779,b1741,540
511145,b0779,b2831,540
511145,b0779,b1913,900
511145,b0779,b1861,900
511145,b0781,b1676,800
511145,b0781,b1854,800
511145,b0781,b2518,800
511145,b0781,b2784,800
511145,b0781,b0783,900
511145,b0781,b4238,800
511145,b0781,b3806,800
511145,b0781,b3650,800
511145,b0781,b2153,900
511145,b0781,b2781,800
511145,b0781,b1277,900
511145,b0782,b0827,900
511145,b0782,b0785,900
511145,b0783,b0785,900
511145,b0784,b0826,900
511145,b0784,b0969,540
511145,b0784,b2530,540
511145,b0784,b3430,540
511145,b0784,b3343,540
511145,b0784,b1133,540
511145,b0784,b3992,540
511145,b0784,b3344,540
511145,b0784,b2752,540
511145,b0784,b4390,540
511145,b0784,b2811,540
511145,b0784,b4407,540
511145,b0784,b1679,540
511145,b0784,b3345,540
511145,b0784,b2751,540
511145,b0784,b2529,540
511145,b0784,b2810,540
511145,b0784,b3470,540
511145,b0784,b0785,900
511145,b0785,b3992,567
511145,b0785,b1133,540
511145,b0785,b3343,540
511145,b0785,b3344,540
511145,b0785,b0969,540
511145,b0785,b0826,97
511145,b0785,b2530,540
511145,b0785,b1679,540
511145,b0785,b3345,540
511145,b0785,b4407,540
511145,b0785,b2529,540
511145,b0785,b2811,540
511145,b0785,b2810,540
511145,b0785,b3470,540
511145,b0786,b4481,45
511145,b0789,b2551,117
511145,b0789,b3207,122
511145,b0789,b2271,191
511145,b0789,b1249,900
511145,b0789,b2237,122
511145,b0789,b2560,900
511145,b0789,b2753,191
511145,b0789,b1046,900
511145,b0789,b2836,78
511145,b0789,b3018,78
511145,b0789,b3648,214
511145,b0789,b4142,138
511145,b0789,b1278,900
511145,b0792,b2310,540
511145,b0792,b1917,540
511145,b0792,b3541,540
511145,b0792,b1711,540
511145,b0792,b1118,540
511145,b0792,b0933,540
511145,b0792,b0862,540
511145,b0792,b3725,540
511145,b0792,b0886,540
511145,b0792,b3750,540
511145,b0792,b1516,540
511145,b0792,b2308,540
511145,b0792,b0811,540
511145,b0792,b0934,540
511145,b0792,b3751,540
511145,b0792,b1310,540
511145,b0792,b3269,540
511145,b0792,b2547,540
511145,b0792,b3727,540
511145,b0792,b3458,540
511145,b0792,b2423,540
511145,b0792,b0854,540
511145,b0792,b3566,540
511145,b0792,b4086,540
511145,b0792,b0832,540
511145,b0792,b1487,540
511145,b0792,b2678,540
511145,b0792,b3452,540
511145,b0792,b0860,540
511145,b0792,b1124,540
511145,b0792,b1442,540
511145,b0792,b4262,540
511145,b0792,b2306,540
511145,b0792,b0831,540
511145,b0792,b2679,540
511145,b0792,b1293,540
511145,b0792,b1900,540
511145,b0792,b1857,540
511145,b0792,b0863,540
511145,b0792,b1513,540
511145,b0792,b1441,540
511145,b0792,b2417,540
511145,b0792,b1294,540
511145,b0792,b1125,540
511145,b0792,b0809,540
511145,b0792,b3728,540
511145,b0792,b4289,540
511145,b0792,b4032,540
511145,b0792,b3567,540
511145,b0792,b3271,540
511145,b0792,b1291,540
511145,b0792,b3479,540
511145,b0792,b1126,540
511145,b0792,b1515,540
511145,b0792,b3542,540
511145,b0792,b2201,540
511145,b0792,b1918,540
511145,b0792,b1859,540
511145,b0792,b3201,540
511145,b0792,b0887,540
511145,b0792,b1486,540
511145,b0792,b1246,540
511145,b0792,b1244,540
511145,b0792,b0794,900
511145,b0792,b3455,540
511145,b0792,b3453,540
511145,b0792,b3460,540
511145,b0792,b2178,540
511145,b0792,b2200,540
511145,b0792,b3917,540
511145,b0792,b0810,540
511145,b0792,b1292,540
511145,b0792,b3194,360
511145,b0792,b4033,540
511145,b0792,b4288,540
511145,b0792,b4230,540
511145,b0792,b4035,540
511145,b0792,b1243,540
511145,b0792,b4231,540
511145,b0792,b3544,540
511145,b0792,b3451,540
511145,b0792,b1443,540
511145,b0792,b3485,360
511145,b0792,b2131,540
511145,b0792,b2199,540
511145,b0792,b2424,540
511145,b0792,b4087,540
511145,b0792,b4088,540
511145,b0792,b0936,540
511145,b0792,b1709,540
511145,b0792,b3540,540
511145,b0792,b2309,540
511145,b0792,b3568,540
511145,b0792,b3477,540
511145,b0792,b3480,540
511145,b0792,b1756,540
511145,b0792,b0829,540
511145,b0792,b3270,540
511145,b0792,b1483,540
511145,b0792,b3020,360
511145,b0792,b4290,540
511145,b0792,b1245,540
511145,b0792,b0856,540
511145,b0792,b1247,540
511145,b0792,b3457,540
511145,b0792,b1514,540
511145,b0792,b2150,540
511145,b0792,b2129,540
511145,b0792,b2130,540
511145,b0792,b0857,540
511145,b0792,b2177,540
511145,b0792,b1329,540
511145,b0792,b4513,540
511145,b0792,b4485,540
511145,b0792,b1117,540
511145,b0792,b2425,540
511145,b0792,b3478,540
511145,b0792,b2149,540
511145,b0792,b0793,900
511145,b0792,b2677,540
511145,b0792,b3456,540
511145,b0792,b4287,540
511145,b0792,b2179,540
511145,b0792,b4105,360
511145,b0792,b0830,540
511145,b0792,b2128,540
511145,b0792,b1754,540
511145,b0792,b0855,540
511145,b0792,b3749,540
511145,b0792,b3450,540
511145,b0792,b2180,540
511145,b0792,b1311,540
511145,b0792,b4460,540
511145,b0792,b1319,540
511145,b0792,b2211,540
511145,b0792,b4034,540
511145,b0792,b3486,360
511145,b0792,b1440,540
511145,b0792,b1901,540
511145,b0792,b1920,540
511145,b0792,b3726,540
511145,b0792,b2197,540
511145,b0792,b0914,540
511145,b0792,b1755,540
511145,b0792,b0864,540
511145,b0792,b1312,540
511145,b0792,b4227,540
511145,b0792,b3476,540
511145,b0792,b2422,540
511145,b0792,b3543,540
511145,b0792,b2546,540
511145,b0792,b2548,540
511145,b0792,b1484,540
511145,b0792,b1290,540
511145,b0792,b1116,540
511145,b0792,b4261,540
511145,b0792,b3454,540
511145,b0792,b1858,540
511145,b0792,b2307,540
511145,b0792,b1485,540
511145,b0792,b0861,540
511145,b0792,b2148,540
511145,b0792,b2198,540
511145,b0793,b3917,540
511145,b0793,b2200,540
511145,b0793,b2178,540
511145,b0793,b4230,540
511145,b0793,b4288,540
511145,b0793,b4033,540
511145,b0793,b3194,360
511145,b0793,b0810,540
511145,b0793,b1292,540
511145,b0793,b4035,540
511145,b0793,b3544,540
511145,b0793,b4231,540
511145,b0793,b1243,540
511145,b0793,b3271,540
511145,b0793,b1291,540
511145,b0793,b3479,540
511145,b0793,b3567,540
511145,b0793,b4032,540
511145,b0793,b0809,540
511145,b0793,b3728,540
511145,b0793,b4289,540
511145,b0793,b1918,540
511145,b0793,b2201,540
511145,b0793,b3542,540
511145,b0793,b1126,540
511145,b0793,b1515,540
511145,b0793,b0794,900
511145,b0793,b1244,540
511145,b0793,b1486,540
511145,b0793,b1246,540
511145,b0793,b0887,540
511145,b0793,b3201,540
511145,b0793,b1859,540
511145,b0793,b3460,540
511145,b0793,b3453,540
511145,b0793,b3455,540
511145,b0793,b1442,540
511145,b0793,b1124,540
511145,b0793,b0860,540
511145,b0793,b3452,540
511145,b0793,b1487,540
511145,b0793,b2678,540
511145,b0793,b1293,540
511145,b0793,b2679,540
511145,b0793,b0831,540
511145,b0793,b2306,540
511145,b0793,b4262,540
511145,b0793,b1900,540
511145,b0793,b1125,540
511145,b0793,b1294,540
511145,b0793,b2417,540
511145,b0793,b1441,540
511145,b0793,b1513,540
511145,b0793,b0863,540
511145,b0793,b1857,540
511145,b0793,b3725,540
511145,b0793,b0933,540
511145,b0793,b0862,540
511145,b0793,b1118,540
511145,b0793,b3541,540
511145,b0793,b1711,540
511145,b0793,b1917,540
511145,b0793,b2310,540
511145,b0793,b1310,540
511145,b0793,b3751,540
511145,b0793,b0811,540
511145,b0793,b0934,540
511145,b0793,b1516,540
511145,b0793,b2308,540
511145,b0793,b0886,540
511145,b0793,b3750,540
511145,b0793,b3458,540
511145,b0793,b3727,540
511145,b0793,b3269,540
511145,b0793,b2547,540
511145,b0793,b0832,540
511145,b0793,b4086,540
511145,b0793,b3566,540
511145,b0793,b2423,540
511145,b0793,b0854,540
511145,b0793,b4227,540
511145,b0793,b0864,540
511145,b0793,b1312,540
511145,b0793,b1755,540
511145,b0793,b0914,540
511145,b0793,b2197,540
511145,b0793,b2548,540
511145,b0793,b2546,540
511145,b0793,b3543,540
511145,b0793,b3476,540
511145,b0793,b2422,540
511145,b0793,b4261,540
511145,b0793,b1290,540
511145,b0793,b1116,540
511145,b0793,b1484,540
511145,b0793,b2198,540
511145,b0793,b2148,540
511145,b0793,b0861,540
511145,b0793,b2307,540
511145,b0793,b1485,540
511145,b0793,b3454,540
511145,b0793,b1858,540
511145,b0793,b1754,540
511145,b0793,b0855,540
511145,b0793,b2128,540
511145,b0793,b2180,540
511145,b0793,b3450,540
511145,b0793,b3749,540
511145,b0793,b2211,540
511145,b0793,b4460,540
511145,b0793,b1319,540
511145,b0793,b1311,540
511145,b0793,b3726,540
511145,b0793,b1920,540
511145,b0793,b1901,540
511145,b0793,b1440,540
511145,b0793,b3486,360
511145,b0793,b4034,540
511145,b0793,b2177,540
511145,b0793,b0857,540
511145,b0793,b2130,540
511145,b0793,b2129,540
511145,b0793,b4513,540
511145,b0793,b1329,540
511145,b0793,b2677,540
511145,b0793,b2149,540
511145,b0793,b3478,540
511145,b0793,b2425,540
511145,b0793,b1117,540
511145,b0793,b4485,540
511145,b0793,b0830,540
511145,b0793,b4105,360
511145,b0793,b4287,540
511145,b0793,b2179,540
511145,b0793,b3456,540
511145,b0793,b3485,360
511145,b0793,b3451,540
511145,b0793,b1443,540
511145,b0793,b1709,540
511145,b0793,b3540,540
511145,b0793,b4088,540
511145,b0793,b0936,540
511145,b0793,b4087,540
511145,b0793,b2131,540
511145,b0793,b2199,540
511145,b0793,b2424,540
511145,b0793,b3270,540
511145,b0793,b1483,540
511145,b0793,b3480,540
511145,b0793,b1756,540
511145,b0793,b0829,540
511145,b0793,b3477,540
511145,b0793,b3568,540
511145,b0793,b2309,540
511145,b0793,b1514,540
511145,b0793,b2150,540
511145,b0793,b3457,540
511145,b0793,b0856,540
511145,b0793,b1247,540
511145,b0793,b1245,540
511145,b0793,b3020,360
511145,b0793,b4290,540
511145,b0794,b3455,540
511145,b0794,b3453,540
511145,b0794,b3460,540
511145,b0794,b3402,48
511145,b0794,b1859,540
511145,b0794,b3201,540
511145,b0794,b0887,540
511145,b0794,b1486,540
511145,b0794,b1246,540
511145,b0794,b1244,540
511145,b0794,b1126,540
511145,b0794,b1515,540
511145,b0794,b3542,540
511145,b0794,b2201,540
511145,b0794,b1918,540
511145,b0794,b0809,540
511145,b0794,b3728,540
511145,b0794,b4289,540
511145,b0794,b4032,540
511145,b0794,b3567,540
511145,b0794,b3271,540
511145,b0794,b1291,540
511145,b0794,b3479,540
511145,b0794,b1243,540
511145,b0794,b4231,540
511145,b0794,b3544,540
511145,b0794,b4035,540
511145,b0794,b4242,48
511145,b0794,b0810,540
511145,b0794,b1292,540
511145,b0794,b3194,360
511145,b0794,b4033,540
511145,b0794,b4288,540
511145,b0794,b4230,540
511145,b0794,b2178,540
511145,b0794,b2200,540
511145,b0794,b3917,540
511145,b0794,b2423,540
511145,b0794,b0854,540
511145,b0794,b3566,540
511145,b0794,b4086,540
511145,b0794,b0832,540
511145,b0794,b3269,540
511145,b0794,b2547,540
511145,b0794,b3727,540
511145,b0794,b3458,540
511145,b0794,b0886,540
511145,b0794,b3750,540
511145,b0794,b1516,540
511145,b0794,b2308,540
511145,b0794,b0811,540
511145,b0794,b0934,540
511145,b0794,b3751,540
511145,b0794,b2237,45
511145,b0794,b1310,540
511145,b0794,b2310,540
511145,b0794,b1917,540
511145,b0794,b3541,540
511145,b0794,b1711,540
511145,b0794,b1118,540
511145,b0794,b0933,540
511145,b0794,b0862,540
511145,b0794,b3725,540
511145,b0794,b1857,540
511145,b0794,b0863,540
511145,b0794,b1513,540
511145,b0794,b1441,540
511145,b0794,b2417,540
511145,b0794,b1294,540
511145,b0794,b1125,540
511145,b0794,b3207,45
511145,b0794,b1900,540
511145,b0794,b4262,540
511145,b0794,b2306,540
511145,b0794,b2679,540
511145,b0794,b0831,540
511145,b0794,b1293,540
511145,b0794,b1487,540
511145,b0794,b2678,540
511145,b0794,b3452,540
511145,b0794,b0860,540
511145,b0794,b1124,540
511145,b0794,b1442,540
511145,b0794,b4034,540
511145,b0794,b1440,540
511145,b0794,b3486,360
511145,b0794,b1901,540
511145,b0794,b1920,540
511145,b0794,b3726,540
511145,b0794,b1311,540
511145,b0794,b4460,540
511145,b0794,b1319,540
511145,b0794,b2211,540
511145,b0794,b3749,540
511145,b0794,b2370,53
511145,b0794,b3450,540
511145,b0794,b2180,540
511145,b0794,b2128,540
511145,b0794,b1754,540
511145,b0794,b0855,540
511145,b0794,b3454,540
511145,b0794,b1858,540
511145,b0794,b2307,540
511145,b0794,b1485,540
511145,b0794,b0861,540
511145,b0794,b2148,540
511145,b0794,b2198,540
511145,b0794,b1484,540
511145,b0794,b1290,540
511145,b0794,b1116,540
511145,b0794,b4261,540
511145,b0794,b3476,540
511145,b0794,b2422,540
511145,b0794,b3543,540
511145,b0794,b2546,540
511145,b0794,b2548,540
511145,b0794,b2197,540
511145,b0794,b0914,623
511145,b0794,b1755,540
511145,b0794,b2836,46
511145,b0794,b0864,540
511145,b0794,b1312,540
511145,b0794,b4227,540
511145,b0794,b3020,360
511145,b0794,b4290,540
511145,b0794,b1245,540
511145,b0794,b0856,540
511145,b0794,b1247,540
511145,b0794,b3457,540
511145,b0794,b1514,540
511145,b0794,b2150,540
511145,b0794,b2309,540
511145,b0794,b3568,540
511145,b0794,b3477,540
511145,b0794,b1756,540
511145,b0794,b3480,540
511145,b0794,b0829,540
511145,b0794,b3270,540
511145,b0794,b1483,540
511145,b0794,b2131,540
511145,b0794,b2199,540
511145,b0794,b2424,540
511145,b0794,b4087,540
511145,b0794,b4088,540
511145,b0794,b0936,540
511145,b0794,b1709,540
511145,b0794,b3540,540
511145,b0794,b3451,540
511145,b0794,b1443,540
511145,b0794,b3485,360
511145,b0794,b3456,540
511145,b0794,b4287,540
511145,b0794,b2179,540
511145,b0794,b4105,360
511145,b0794,b0830,540
511145,b0794,b4485,540
511145,b0794,b1117,540
511145,b0794,b2425,540
511145,b0794,b3478,540
511145,b0794,b2149,540
511145,b0794,b2677,540
511145,b0794,b3737,56
511145,b0794,b1329,540
511145,b0794,b4513,540
511145,b0794,b2129,540
511145,b0794,b2130,540
511145,b0794,b0857,540
511145,b0794,b2177,540
511145,b0797,b3342,104
511145,b0797,b3987,220
511145,b0797,b3207,142
511145,b0797,b3296,307
511145,b0797,b2467,172
511145,b0797,b3303,308
511145,b0797,b1844,110
511145,b0797,b0989,44
511145,b0797,b0911,308
511145,b0797,b3556,44
511145,b0797,b2237,142
511145,b0797,b3179,105
511145,b0797,b3649,222
511145,b0797,b3306,115
511145,b0797,b1103,139
511145,b0797,b0990,44
511145,b0797,b2508,67
511145,b0797,b1557,44
511145,b0797,b0880,44
511145,b0797,b3034,172
511145,b0797,b1823,44
511145,b0797,b1804,241
511145,b0797,b2069,44
511145,b0797,b1652,110
511145,b0797,b3165,106
511145,b0797,b3295,232
511145,b0797,b3397,172
511145,b0797,b2526,44
511145,b0797,b1413,243
511145,b0797,b1552,44
511145,b0797,b3341,106
511145,b0797,b3311,115
511145,b0797,b1558,44
511145,b0797,b3988,136
511145,b0797,b2830,172
511145,b0797,b3319,104
511145,b0797,b1876,49
511145,b0797,b3863,49
511145,b0797,b4167,299
511145,b0797,b2627,282
511145,b0797,b4143,83
511145,b0797,b3231,46
511145,b0797,b3421,89
511145,b0797,b3363,234
511145,b0797,b2836,80
511145,b0797,b1865,172
511145,b0797,b3590,105
511145,b0797,b3183,67
511145,b0797,b3612,94
511145,b0797,b3340,293
511145,b0797,b3297,307
511145,b0798,b0826,133
511145,b0798,b3992,133
511145,b0799,b3295,646
511145,b0799,b3988,596
511145,b0799,b2272,121
511145,b0799,b3863,241
511145,b0799,b0930,223
511145,b0799,b1274,222
511145,b0799,b3701,346
511145,b0799,b1184,192
511145,b0799,b3926,67
511145,b0799,b2819,121
511145,b0799,b3166,276
511145,b0799,b4481,67
511145,b0799,b3822,251
511145,b0799,b1099,336
511145,b0799,b1763,222
511145,b0799,b3987,618
511145,b0799,b2522,56
511145,b0799,b2798,241
511145,b0799,b2699,238
511145,b0799,b3649,633
511145,b0799,b2184,661
511145,b0799,b1094,209
511145,b0801,b1189,900
511145,b0801,b2021,900
511145,b0801,b4054,900
511145,b0801,b0928,900
511145,b0805,b1252,900
511145,b0805,b3005,900
511145,b0805,b3006,900
511145,b0809,b3478,540
511145,b0809,b1117,540
511145,b0809,b2425,540
511145,b0809,b4485,540
511145,b0809,b2677,540
511145,b0809,b2149,540
511145,b0809,b4105,360
511145,b0809,b2179,540
511145,b0809,b4287,540
511145,b0809,b3456,540
511145,b0809,b0830,540
511145,b0809,b2130,540
511145,b0809,b2129,540
511145,b0809,b2177,540
511145,b0809,b0857,540
511145,b0809,b4513,540
511145,b0809,b1329,540
511145,b0809,b3568,540
511145,b0809,b2309,540
511145,b0809,b1483,540
511145,b0809,b3270,540
511145,b0809,b0829,540
511145,b0809,b3480,540
511145,b0809,b1756,540
511145,b0809,b3477,540
511145,b0809,b1245,540
511145,b0809,b3020,360
511145,b0809,b4290,540
511145,b0809,b2150,540
511145,b0809,b1514,540
511145,b0809,b3457,540
511145,b0809,b1247,540
511145,b0809,b0856,540
511145,b0809,b3485,360
511145,b0809,b3451,540
511145,b0809,b1443,540
511145,b0809,b2199,540
511145,b0809,b2424,540
511145,b0809,b2131,540
511145,b0809,b3540,540
511145,b0809,b1709,540
511145,b0809,b4088,540
511145,b0809,b0936,540
511145,b0809,b4087,540
511145,b0809,b1484,540
511145,b0809,b4261,540
511145,b0809,b1116,540
511145,b0809,b1290,540
511145,b0809,b0861,540
511145,b0809,b2307,540
511145,b0809,b1485,540
511145,b0809,b3454,540
511145,b0809,b1858,540
511145,b0809,b2198,540
511145,b0809,b2148,540
511145,b0809,b0914,540
511145,b0809,b2197,540
511145,b0809,b4227,540
511145,b0809,b1312,540
511145,b0809,b0864,540
511145,b0809,b1755,540
511145,b0809,b3543,540
511145,b0809,b2546,540
511145,b0809,b2422,540
511145,b0809,b3476,540
511145,b0809,b2548,540
511145,b0809,b1311,540
511145,b0809,b2211,540
511145,b0809,b1319,540
511145,b0809,b4460,540
511145,b0809,b1920,540
511145,b0809,b1440,540
