id,bnumber
ARABCAT-PWY,b0061
ARABCAT-PWY,b0062
ARABCAT-PWY,b0063
ARG+POLYAMINE-SYN,b0032
ARG+POLYAMINE-SYN,b0033
ARG+POLYAMINE-SYN,b0120
ARG+POLYAMINE-SYN,b0121
ARG+POLYAMINE-SYN,b0186
ARG+POLYAMINE-SYN,b0273
ARG+POLYAMINE-SYN,b2662
ARG+POLYAMINE-SYN,b2818
ARG+POLYAMINE-SYN,b2937
ARG+POLYAMINE-SYN,b2938
ARG+POLYAMINE-SYN,b2965
ARG+POLYAMINE-SYN,b3172
ARG+POLYAMINE-SYN,b3359
ARG+POLYAMINE-SYN,b3957
ARG+POLYAMINE-SYN,b3958
ARG+POLYAMINE-SYN,b3959
ARG+POLYAMINE-SYN,b3960
ARG+POLYAMINE-SYN,b4131
ARG+POLYAMINE-SYN,b4254
ARGDEG-PWY,b1297
ARGDEG-PWY,b1298
ARGDEG-PWY,b1300
ARGDEG-PWY,b1301
ARGDEG-PWY,b1444
ARGDEG-PWY,b1525
ARGDEG-PWY,b2661
ARGDEG-PWY,b2937
ARGDEG-PWY,b3073
ARGDEG-PWY,b4117
ARGSYN-PWY,b0032
ARGSYN-PWY,b0033
ARGSYN-PWY,b0273
ARGSYN-PWY,b2662
ARGSYN-PWY,b2818
ARGSYN-PWY,b3172
ARGSYN-PWY,b3359
ARGSYN-PWY,b3957
ARGSYN-PWY,b3958
ARGSYN-PWY,b3959
ARGSYN-PWY,b3960
ARGSYN-PWY,b4254
ARO-PWY,b0388
ARO-PWY,b0754
ARO-PWY,b0908
ARO-PWY,b1693
ARO-PWY,b1704
ARO-PWY,b2329
ARO-PWY,b2601
ARO-PWY,b3281
ARO-PWY,b3389
ARO-PWY,b3390
ASPARAGINE-DEG1-PWY,b0828
ASPARAGINE-DEG1-PWY,b1767
ASPARAGINE-DEG1-PWY,b2957
ASPARAGINESYN-PWY,b0674
ASPARAGINESYN-PWY,b3744
ASPASN-PWY,b0674
ASPASN-PWY,b0828
ASPASN-PWY,b0928
ASPASN-PWY,b1767
ASPASN-PWY,b2957
ASPASN-PWY,b3744
ASPASN-PWY,b4139
AST-PWY,b1744
AST-PWY,b1745
AST-PWY,b1746
AST-PWY,b1747
AST-PWY,b1748
BETSYN-PWY,b0311
BETSYN-PWY,b0312
BGALACT-PWY,b0344
BGALACT-PWY,b2132
BIOTIN-BIOSYNTHESIS-PWY,b0180
BIOTIN-BIOSYNTHESIS-PWY,b0684
BIOTIN-BIOSYNTHESIS-PWY,b0774
BIOTIN-BIOSYNTHESIS-PWY,b0775
BIOTIN-BIOSYNTHESIS-PWY,b0776
BIOTIN-BIOSYNTHESIS-PWY,b0777
BIOTIN-BIOSYNTHESIS-PWY,b0778
BIOTIN-BIOSYNTHESIS-PWY,b1093
BIOTIN-BIOSYNTHESIS-PWY,b1094
BIOTIN-BIOSYNTHESIS-PWY,b1095
BIOTIN-BIOSYNTHESIS-PWY,b1288
BIOTIN-BIOSYNTHESIS-PWY,b1593
BIOTIN-BIOSYNTHESIS-PWY,b2323
BIOTIN-BIOSYNTHESIS-PWY,b2895
BIOTIN-BIOSYNTHESIS-PWY,b3412
BIOTIN-BIOSYNTHESIS-PWY,b4407
BRANCHED-CHAIN-AA-SYN-PWY,b0071
BRANCHED-CHAIN-AA-SYN-PWY,b0072
BRANCHED-CHAIN-AA-SYN-PWY,b0073
BRANCHED-CHAIN-AA-SYN-PWY,b0074
BRANCHED-CHAIN-AA-SYN-PWY,b0077
BRANCHED-CHAIN-AA-SYN-PWY,b0078
BRANCHED-CHAIN-AA-SYN-PWY,b1800
BRANCHED-CHAIN-AA-SYN-PWY,b3769
BRANCHED-CHAIN-AA-SYN-PWY,b3770
BRANCHED-CHAIN-AA-SYN-PWY,b3771
BRANCHED-CHAIN-AA-SYN-PWY,b3772
BRANCHED-CHAIN-AA-SYN-PWY,b3774
BRANCHED-CHAIN-AA-SYN-PWY,b4054
BRANCHED-CHAIN-AA-SYN-PWY,b4243
BSUBPOLYAMSYN-PWY,b0120
BSUBPOLYAMSYN-PWY,b0121
CARNMET-PWY,b0036
CARNMET-PWY,b0037
CARNMET-PWY,b0038
CARNMET-PWY,b0039
CARNMET-PWY,b0040
COA-PWY,b0103
COA-PWY,b3634
COA-PWY,b3639
COBALSYN-PWY,b0638
COBALSYN-PWY,b1270
COBALSYN-PWY,b1991
COBALSYN-PWY,b1992
COBALSYN-PWY,b1993
COLANSYN-PWY,b0688
COLANSYN-PWY,b0759
COLANSYN-PWY,b1236
COLANSYN-PWY,b1613
COLANSYN-PWY,b2028
COLANSYN-PWY,b2048
COLANSYN-PWY,b2049
COLANSYN-PWY,b2052
COLANSYN-PWY,b2053
COLANSYN-PWY,b2843
COLANSYN-PWY,b4025
COMPLETE-ARO-PWY,b0388
COMPLETE-ARO-PWY,b0754
COMPLETE-ARO-PWY,b0908
COMPLETE-ARO-PWY,b0928
COMPLETE-ARO-PWY,b1260
COMPLETE-ARO-PWY,b1261
COMPLETE-ARO-PWY,b1262
COMPLETE-ARO-PWY,b1263
COMPLETE-ARO-PWY,b1264
COMPLETE-ARO-PWY,b1693
COMPLETE-ARO-PWY,b1704
COMPLETE-ARO-PWY,b2329
COMPLETE-ARO-PWY,b2599
COMPLETE-ARO-PWY,b2600
COMPLETE-ARO-PWY,b2601
COMPLETE-ARO-PWY,b3281
COMPLETE-ARO-PWY,b3389
COMPLETE-ARO-PWY,b3390
COMPLETE-ARO-PWY,b3770
COMPLETE-ARO-PWY,b4054
CYANCAT-PWY,b0339
CYANCAT-PWY,b0340
CYSTSYN-PWY,b2414
CYSTSYN-PWY,b2421
CYSTSYN-PWY,b3607
DAPLYSINESYN-PWY,b0031
DAPLYSINESYN-PWY,b0166
DAPLYSINESYN-PWY,b0907
DAPLYSINESYN-PWY,b2472
DAPLYSINESYN-PWY,b2478
DAPLYSINESYN-PWY,b2838
DAPLYSINESYN-PWY,b3359
DAPLYSINESYN-PWY,b3433
DAPLYSINESYN-PWY,b3809
DAPLYSINESYN-PWY,b4024
DARABCATK12-PWY,b1415
DARABCATK12-PWY,b2800
DARABCATK12-PWY,b2802
DARABCATK12-PWY,b2803
DENOVOPURINE2-PWY,b0474
DENOVOPURINE2-PWY,b0522
DENOVOPURINE2-PWY,b0523
DENOVOPURINE2-PWY,b1131
DENOVOPURINE2-PWY,b1849
DENOVOPURINE2-PWY,b2234
DENOVOPURINE2-PWY,b2235
DENOVOPURINE2-PWY,b2312
DENOVOPURINE2-PWY,b2476
DENOVOPURINE2-PWY,b2499
DENOVOPURINE2-PWY,b2507
DENOVOPURINE2-PWY,b2508
DENOVOPURINE2-PWY,b2518
DENOVOPURINE2-PWY,b2557
DENOVOPURINE2-PWY,b2582
DENOVOPURINE2-PWY,b2673
DENOVOPURINE2-PWY,b2675
DENOVOPURINE2-PWY,b2676
DENOVOPURINE2-PWY,b3648
DENOVOPURINE2-PWY,b3781
DENOVOPURINE2-PWY,b4005
DENOVOPURINE2-PWY,b4006
DENOVOPURINE2-PWY,b4177
DENOVOPURINE2-PWY,b4238
DETOX1-PWY,b1646
DETOX1-PWY,b1656
DETOX1-PWY,b1732
DETOX1-PWY,b3665
DETOX1-PWY,b3908
DETOX1-PWY,b3942
DTDPRHAMSYN-PWY,b2038
DTDPRHAMSYN-PWY,b2039
DTDPRHAMSYN-PWY,b2040
DTDPRHAMSYN-PWY,b2041
DTDPRHAMSYN-PWY,b3789
ECASYN-PWY,b3784
ECASYN-PWY,b3792
ECASYN-PWY,b3793
ECASYN-PWY,b3794
ECASYN-PWY,b4404
ENTBACSYN-PWY,b0583
ENTBACSYN-PWY,b0586
ENTBACSYN-PWY,b0593
ENTBACSYN-PWY,b0594
ENTBACSYN-PWY,b0595
ENTBACSYN-PWY,b0596
ENTBACSYN-PWY,b0893
ENTBACSYN-PWY,b1719
ENTBACSYN-PWY,b2563
ENTBACSYN-PWY,b2697
ENTBACSYN-PWY,b3475
ENTNER-DOUDOROFF-PWY,b1850
ENTNER-DOUDOROFF-PWY,b1851
ETOH-ACETYLCOA-ANA-PWY,b0351
ETOH-ACETYLCOA-ANA-PWY,b1241
ETOH-ACETYLCOA-ANA-PWY,b1478
ETOH-ACETYLCOA-ANA-PWY,b2455
FAO-PWY,b0221
FAO-PWY,b2341
FAO-PWY,b2342
FAO-PWY,b3845
FAO-PWY,b3846
FASYN-ELONG-PWY,b0180
FASYN-ELONG-PWY,b0954
FASYN-ELONG-PWY,b1093
FASYN-ELONG-PWY,b1094
FASYN-ELONG-PWY,b1095
FASYN-ELONG-PWY,b1288
FASYN-ELONG-PWY,b2323
FASYN-INITIAL-PWY,b0185
FASYN-INITIAL-PWY,b1091
FASYN-INITIAL-PWY,b1092
FASYN-INITIAL-PWY,b1094
FASYN-INITIAL-PWY,b1095
FASYN-INITIAL-PWY,b2316
FASYN-INITIAL-PWY,b2323
FASYN-INITIAL-PWY,b3888
FERMENTATION-PWY,b0118
FERMENTATION-PWY,b0720
FERMENTATION-PWY,b0903
FERMENTATION-PWY,b1136
FERMENTATION-PWY,b1241
FERMENTATION-PWY,b1380
FERMENTATION-PWY,b1478
FERMENTATION-PWY,b1611
FERMENTATION-PWY,b1612
FERMENTATION-PWY,b1675
FERMENTATION-PWY,b1676
FERMENTATION-PWY,b1854
FERMENTATION-PWY,b2296
FERMENTATION-PWY,b2297
FERMENTATION-PWY,b2455
FERMENTATION-PWY,b2458
FERMENTATION-PWY,b2525
FERMENTATION-PWY,b2579
FERMENTATION-PWY,b2719
FERMENTATION-PWY,b2720
FERMENTATION-PWY,b2721
FERMENTATION-PWY,b2722
FERMENTATION-PWY,b2723
FERMENTATION-PWY,b2724
FERMENTATION-PWY,b2929
FERMENTATION-PWY,b3114
FERMENTATION-PWY,b3236
FERMENTATION-PWY,b3956
FERMENTATION-PWY,b4079
FERMENTATION-PWY,b4122
FERMENTATION-PWY,b4151
FERMENTATION-PWY,b4152
FERMENTATION-PWY,b4153
FERMENTATION-PWY,b4154
FUC-RHAMCAT-PWY,b1415
FUC-RHAMCAT-PWY,b2799
FUC-RHAMCAT-PWY,b2800
FUC-RHAMCAT-PWY,b2802
FUC-RHAMCAT-PWY,b2803
FUC-RHAMCAT-PWY,b2804
FUC-RHAMCAT-PWY,b3605
FUC-RHAMCAT-PWY,b3901
FUC-RHAMCAT-PWY,b3902
FUC-RHAMCAT-PWY,b3903
FUC-RHAMCAT-PWY,b3904
FUCCAT-PWY,b2800
FUCCAT-PWY,b2802
FUCCAT-PWY,b2803
FUCCAT-PWY,b2804
GALACT-GLUCUROCAT-PWY,b1521
GALACT-GLUCUROCAT-PWY,b1617
GALACT-GLUCUROCAT-PWY,b1850
GALACT-GLUCUROCAT-PWY,b3091
GALACT-GLUCUROCAT-PWY,b3092
GALACT-GLUCUROCAT-PWY,b3526
GALACT-GLUCUROCAT-PWY,b4322
GALACT-GLUCUROCAT-PWY,b4323
GALACTARDEG-PWY,b0514
GALACTARDEG-PWY,b3124
GALACTARDEG-PWY,b3125
GALACTARDEG-PWY,b3126
GALACTARDEG-PWY,b3128
GALACTCAT-PWY,b3692
GALACTCAT-PWY,b3693
GALACTITOLCAT-PWY,b1723
GALACTITOLCAT-PWY,b2091
GALACTITOLCAT-PWY,b2092
GALACTITOLCAT-PWY,b2093
GALACTITOLCAT-PWY,b2094
GALACTITOLCAT-PWY,b2096
GALACTITOLCAT-PWY,b3137
GALACTUROCAT-PWY,b1521
GALACTUROCAT-PWY,b1850
GALACTUROCAT-PWY,b3091
GALACTUROCAT-PWY,b3092
GALACTUROCAT-PWY,b3526
GLCMANNANAUT-PWY,b0677
GLCMANNANAUT-PWY,b0678
GLCMANNANAUT-PWY,b3221
GLCMANNANAUT-PWY,b3222
GLCMANNANAUT-PWY,b3223
GLCMANNANAUT-PWY,b3225
GLCMANNANAUT-PWY,b4310
GLUAMCAT-PWY,b0677
GLUAMCAT-PWY,b0678
GLUCARDEG-PWY,b0514
GLUCARDEG-PWY,b2787
GLUCARDEG-PWY,b3124
GLUCARDEG-PWY,b3125
GLUCARDEG-PWY,b3126
GLUCARGALACTSUPER-PWY,b0514
GLUCARGALACTSUPER-PWY,b2787
GLUCARGALACTSUPER-PWY,b3124
GLUCARGALACTSUPER-PWY,b3125
GLUCARGALACTSUPER-PWY,b3126
GLUCARGALACTSUPER-PWY,b3128
GLUCONEO-PWY,b0766
GLUCONEO-PWY,b0822
GLUCONEO-PWY,b1479
GLUCONEO-PWY,b1702
GLUCONEO-PWY,b1779
GLUCONEO-PWY,b2097
GLUCONEO-PWY,b2293
GLUCONEO-PWY,b2463
GLUCONEO-PWY,b2779
GLUCONEO-PWY,b2843
GLUCONEO-PWY,b2925
GLUCONEO-PWY,b2926
GLUCONEO-PWY,b2930
GLUCONEO-PWY,b3236
GLUCONEO-PWY,b3403
GLUCONEO-PWY,b3612
GLUCONEO-PWY,b3697
GLUCONEO-PWY,b3826
GLUCONEO-PWY,b3919
GLUCONEO-PWY,b3925
GLUCONEO-PWY,b4025
GLUCONEO-PWY,b4232
GLUCONSUPER-PWY,b3437
GLUCONSUPER-PWY,b4268
GLUCOSE1PMETAB-PWY,b0124
GLUCOSE1PMETAB-PWY,b0688
GLUCOSE1PMETAB-PWY,b0822
GLUCOSE1PMETAB-PWY,b2388
GLUCOSE1PMETAB-PWY,b3697
GLUCOSE1PMETAB-PWY,b3826
GLUCOSE1PMETAB-PWY,b3885
GLUCUROCAT-PWY,b1617
GLUCUROCAT-PWY,b1850
GLUCUROCAT-PWY,b3092
GLUCUROCAT-PWY,b3526
GLUCUROCAT-PWY,b4322
GLUCUROCAT-PWY,b4323
GLUT-REDOX-PWY,b0849
GLUT-REDOX-PWY,b1064
GLUT-REDOX-PWY,b2673
GLUT-REDOX-PWY,b3610
GLUT-REDOX-PWY,b3860
GLUTAMINDEG-PWY,b0032
GLUTAMINDEG-PWY,b0033
GLUTAMINDEG-PWY,b0485
GLUTAMINDEG-PWY,b0674
GLUTAMINDEG-PWY,b1263
GLUTAMINDEG-PWY,b1264
GLUTAMINDEG-PWY,b1524
GLUTAMINDEG-PWY,b1812
GLUTAMINDEG-PWY,b2023
GLUTAMINDEG-PWY,b2025
GLUTAMINDEG-PWY,b2507
GLUTAMINDEG-PWY,b2780
GLUTAMINDEG-PWY,b3212
GLUTAMINDEG-PWY,b3213
GLUTAMINDEG-PWY,b3360
GLUTATHIONESYN-PWY,b2688
GLUTATHIONESYN-PWY,b2947
GLUTDEG-PWY,b0928
GLUTDEG-PWY,b4139
GLUTORN-PWY,b2662
GLUTORN-PWY,b2818
GLUTORN-PWY,b3359
GLUTORN-PWY,b3957
GLUTORN-PWY,b3958
GLUTORN-PWY,b3959
GLUTSYN-PWY,b1263
GLUTSYN-PWY,b1264
GLUTSYN-PWY,b1812
GLUTSYN-PWY,b3212
GLUTSYN-PWY,b3213
GLUTSYN-PWY,b3360
GLYCEROLMETAB-PWY,b1198
GLYCEROLMETAB-PWY,b1199
GLYCEROLMETAB-PWY,b1200
GLYCEROLMETAB-PWY,b3945
GLYCLEAV-PWY,b0116
GLYCLEAV-PWY,b2903
GLYCLEAV-PWY,b2904
GLYCLEAV-PWY,b2905
GLYCOCAT-PWY,b0403
GLYCOCAT-PWY,b0688
GLYCOCAT-PWY,b2388
GLYCOCAT-PWY,b3416
GLYCOCAT-PWY,b3417
GLYCOCAT-PWY,b3428
GLYCOCAT-PWY,b3431
GLYCOGENSYNTH-PWY,b0688
GLYCOGENSYNTH-PWY,b3429
GLYCOGENSYNTH-PWY,b3430
GLYCOGENSYNTH-PWY,b3432
GLYCOL-GLYOXDEG-PWY,b0507
GLYCOL-GLYOXDEG-PWY,b0514
GLYCOL-GLYOXDEG-PWY,b1415
GLYCOL-GLYOXDEG-PWY,b2799
GLYCOL-GLYOXDEG-PWY,b2976
GLYCOL-GLYOXDEG-PWY,b2978
GLYCOL-GLYOXDEG-PWY,b2979
GLYCOL-GLYOXDEG-PWY,b3124
GLYCOLATEMET-PWY,b0507
GLYCOLATEMET-PWY,b0514
GLYCOLATEMET-PWY,b2978
GLYCOLATEMET-PWY,b2979
GLYCOLATEMET-PWY,b3124
GLYCOLATEMET-PWY,b3125
GLYCOLYSIS,b0755
GLYCOLYSIS,b0766
GLYCOLYSIS,b0822
GLYCOLYSIS,b1101
GLYCOLYSIS,b1676
GLYCOLYSIS,b1702
GLYCOLYSIS,b1723
GLYCOLYSIS,b1779
GLYCOLYSIS,b1817
GLYCOLYSIS,b1818
GLYCOLYSIS,b1819
GLYCOLYSIS,b1854
GLYCOLYSIS,b2097
GLYCOLYSIS,b2293
GLYCOLYSIS,b2417
GLYCOLYSIS,b2779
GLYCOLYSIS,b2843
GLYCOLYSIS,b2925
GLYCOLYSIS,b2926
GLYCOLYSIS,b2930
GLYCOLYSIS,b3612
GLYCOLYSIS,b3697
GLYCOLYSIS,b3826
GLYCOLYSIS,b3916
GLYCOLYSIS,b3919
GLYCOLYSIS,b3925
GLYCOLYSIS,b4025
GLYCOLYSIS,b4232
GLYCOLYSIS-E-D,b0755
GLYCOLYSIS-E-D,b0766
GLYCOLYSIS-E-D,b0767
GLYCOLYSIS-E-D,b0822
GLYCOLYSIS-E-D,b1101
GLYCOLYSIS-E-D,b1676
GLYCOLYSIS-E-D,b1702
GLYCOLYSIS-E-D,b1723
GLYCOLYSIS-E-D,b1779
GLYCOLYSIS-E-D,b1817
GLYCOLYSIS-E-D,b1818
GLYCOLYSIS-E-D,b1819
GLYCOLYSIS-E-D,b1850
GLYCOLYSIS-E-D,b1851
GLYCOLYSIS-E-D,b1854
GLYCOLYSIS-E-D,b2097
GLYCOLYSIS-E-D,b2293
GLYCOLYSIS-E-D,b2417
GLYCOLYSIS-E-D,b2779
GLYCOLYSIS-E-D,b2843
GLYCOLYSIS-E-D,b2925
GLYCOLYSIS-E-D,b2926
GLYCOLYSIS-E-D,b2930
GLYCOLYSIS-E-D,b3612
GLYCOLYSIS-E-D,b3697
GLYCOLYSIS-E-D,b3826
GLYCOLYSIS-E-D,b3916
GLYCOLYSIS-E-D,b3919
GLYCOLYSIS-E-D,b3925
GLYCOLYSIS-E-D,b4025
GLYCOLYSIS-E-D,b4232
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0114
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0115
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0116
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0118
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0720
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0721
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0722
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0723
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0724
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0726
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0727
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0728
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0729
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0755
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0766
GLYCOLYSIS-TCA-GLYOX-BYPASS,b0822
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1101
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1136
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1276
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1479
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1611
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1612
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1675
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1676
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1702
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1723
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1779
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1817
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1818
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1819
GLYCOLYSIS-TCA-GLYOX-BYPASS,b1854
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2097
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2210
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2293
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2417
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2779
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2843
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2925
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2926
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2929
GLYCOLYSIS-TCA-GLYOX-BYPASS,b2930
GLYCOLYSIS-TCA-GLYOX-BYPASS,b3236
GLYCOLYSIS-TCA-GLYOX-BYPASS,b3612
GLYCOLYSIS-TCA-GLYOX-BYPASS,b3697
GLYCOLYSIS-TCA-GLYOX-BYPASS,b3826
GLYCOLYSIS-TCA-GLYOX-BYPASS,b3916
GLYCOLYSIS-TCA-GLYOX-BYPASS,b3919
GLYCOLYSIS-TCA-GLYOX-BYPASS,b3925
GLYCOLYSIS-TCA-GLYOX-BYPASS,b4014
GLYCOLYSIS-TCA-GLYOX-BYPASS,b4015
GLYCOLYSIS-TCA-GLYOX-BYPASS,b4025
GLYCOLYSIS-TCA-GLYOX-BYPASS,b4122
GLYCOLYSIS-TCA-GLYOX-BYPASS,b4232
GLYOXDEG-PWY,b2976
GLYOXDEG-PWY,b2978
GLYOXDEG-PWY,b2979
GLYOXYLATE-BYPASS,b0118
GLYOXYLATE-BYPASS,b0720
GLYOXYLATE-BYPASS,b1276
GLYOXYLATE-BYPASS,b1479
GLYOXYLATE-BYPASS,b3236
GLYOXYLATE-BYPASS,b4014
GLYOXYLATE-BYPASS,b4015
HCAMHPDEG-PWY,b0347
HCAMHPDEG-PWY,b0348
HCAMHPDEG-PWY,b0349
HCAMHPDEG-PWY,b2538
HCAMHPDEG-PWY,b2539
HCAMHPDEG-PWY,b2540
HCAMHPDEG-PWY,b2541
HCAMHPDEG-PWY,b2542
HEME-BIOSYNTHESIS-II-1,b0475
HEME-BIOSYNTHESIS-II-1,b2436
HEME-BIOSYNTHESIS-II-1,b3850
HEME-BIOSYNTHESIS-II-1,b3997
HEMESYN2-PWY,b0475
HEMESYN2-PWY,b3850
HEMESYN2-PWY,b3867
HEMESYN2-PWY,b3997
HEXITOLDEGSUPER-PWY,b0755
HEXITOLDEGSUPER-PWY,b0766
HEXITOLDEGSUPER-PWY,b0822
HEXITOLDEGSUPER-PWY,b1676
HEXITOLDEGSUPER-PWY,b1702
HEXITOLDEGSUPER-PWY,b1723
HEXITOLDEGSUPER-PWY,b1779
HEXITOLDEGSUPER-PWY,b1854
HEXITOLDEGSUPER-PWY,b2091
HEXITOLDEGSUPER-PWY,b2092
HEXITOLDEGSUPER-PWY,b2093
HEXITOLDEGSUPER-PWY,b2094
HEXITOLDEGSUPER-PWY,b2096
HEXITOLDEGSUPER-PWY,b2097
HEXITOLDEGSUPER-PWY,b2293
HEXITOLDEGSUPER-PWY,b2705
HEXITOLDEGSUPER-PWY,b2779
HEXITOLDEGSUPER-PWY,b2925
HEXITOLDEGSUPER-PWY,b2926
HEXITOLDEGSUPER-PWY,b2930
HEXITOLDEGSUPER-PWY,b3137
HEXITOLDEGSUPER-PWY,b3600
HEXITOLDEGSUPER-PWY,b3612
HEXITOLDEGSUPER-PWY,b3697
HEXITOLDEGSUPER-PWY,b3826
HEXITOLDEGSUPER-PWY,b3916
HEXITOLDEGSUPER-PWY,b3919
HEXITOLDEGSUPER-PWY,b3925
HEXITOLDEGSUPER-PWY,b4232
HISTSYN-PWY,b2019
HISTSYN-PWY,b2020
HISTSYN-PWY,b2021
