organism,id1,id2,experimental
511145,b1772,b3212,63
511145,b1772,b1779,60
511145,b1772,b3235,74
511145,b1772,b3809,65
511145,b1772,b2836,59
511145,b1772,b2407,63
511145,b1772,b4177,177
511145,b1772,b3040,60
511145,b1772,b3370,76
511145,b1772,b3184,47
511145,b1772,b3236,90
511145,b1772,b2942,74
511145,b1773,b1852,54
511145,b1773,b3230,260
511145,b1773,b3656,231
511145,b1773,b3165,231
511145,b1773,b3306,262
511145,b1773,b3908,231
511145,b1773,b3846,188
511145,b1773,b3983,260
511145,b1773,b3308,231
511145,b1773,b2567,260
511145,b1773,b3986,110
511145,b1773,b3185,260
511145,b1773,b2606,260
511145,b1773,b3299,231
511145,b1773,b3315,231
511145,b1773,b2647,92
511145,b1773,b3317,231
511145,b1773,b2341,188
511145,b1773,b3690,175
511145,b1773,b3307,231
511145,b1773,b3342,231
511145,b1773,b3294,260
511145,b1773,b3296,261
511145,b1773,b1779,85
511145,b1773,b3637,260
511145,b1773,b3313,231
511145,b1773,b2779,79
511145,b1773,b3619,195
511145,b1773,b3303,264
511145,b1773,b3320,231
511145,b1773,b1854,92
511145,b1773,b2255,195
511145,b1773,b2926,140
511145,b1773,b3878,231
511145,b1773,b3297,262
511145,b1773,b3231,231
511145,b1773,b2052,195
511145,b1773,b4506,231
511145,b1773,b2919,188
511145,b1773,b2016,195
511145,b1773,b2609,260
511145,b1773,b3319,214
511145,b1773,b3298,262
511145,b1773,b2708,79
511145,b1773,b3305,277
511145,b1773,b2927,85
511145,b1773,b3310,231
511145,b1773,b3636,260
511145,b1773,b3341,231
511145,b1773,b3321,264
511145,b1773,b3988,148
511145,b1773,b3311,231
511145,b1773,b4200,260
511145,b1773,b3301,231
511145,b1773,b2318,89
511145,b1774,b3236,91
511145,b1774,b1781,84
511145,b1774,b3012,84
511145,b1774,b4269,85
511145,b1775,b2599,129
511145,b1776,b2232,60
511145,b1776,b1781,84
511145,b1776,b4269,85
511145,b1776,b1779,54
511145,b1776,b3236,91
511145,b1776,b2935,77
511145,b1776,b2146,113
511145,b1778,b4219,87
511145,b1778,b3301,281
511145,b1778,b3309,281
511145,b1778,b2614,149
511145,b1778,b3397,61
511145,b1778,b3636,455
511145,b1778,b1873,185
511145,b1778,b4136,638
511145,b1778,b2927,81
511145,b1778,b3186,455
511145,b1778,b3414,64
511145,b1778,b3319,273
511145,b1778,b3352,166
511145,b1778,b2521,65
511145,b1778,b2609,455
511145,b1778,b2919,243
511145,b1778,b4506,281
511145,b1778,b3231,273
511145,b1778,b3486,77
511145,b1778,b2942,88
511145,b1778,b2195,90
511145,b1778,b3637,455
511145,b1778,b3320,281
511145,b1778,b3303,281
511145,b1778,b1905,75
511145,b1778,b3987,108
511145,b1778,b1779,81
511145,b1778,b3294,455
511145,b1778,b2341,243
511145,b1778,b3315,281
511145,b1778,b3807,540
511145,b1778,b3299,281
511145,b1778,b3986,455
511145,b1778,b3185,455
511145,b1778,b3846,243
511145,b1778,b3983,455
511145,b1778,b3165,281
511145,b1778,b3230,455
511145,b1779,b3608,160
511145,b1779,b2069,137
511145,b1779,b3067,156
511145,b1779,b2319,94
511145,b1779,b2066,620
511145,b1779,b1823,87
511145,b1779,b1852,89
511145,b1779,b3780,77
511145,b1779,b3012,78
511145,b1779,b2594,99
511145,b1779,b3919,285
511145,b1779,b2925,85
511145,b1779,b1881,153
511145,b1779,b4249,89
511145,b1779,b1967,91
511145,b1779,b2137,89
511145,b1779,b2567,85
511145,b1779,b2786,123
511145,b1779,b2400,88
511145,b1779,b3306,92
511145,b1779,b4266,89
511145,b1779,b3172,90
511145,b1779,b3428,87
511145,b1779,b3317,88
511145,b1779,b2699,91
511145,b1779,b3911,123
511145,b1779,b4149,57
511145,b1779,b3526,60
511145,b1779,b3940,91
511145,b1779,b3781,573
511145,b1779,b3556,87
511145,b1779,b3958,99
511145,b1779,b2286,91
511145,b1779,b1923,91
511145,b1779,b3888,503
511145,b1779,b4003,123
511145,b1779,b3181,372
511145,b1779,b2320,77
511145,b1779,b3313,122
511145,b1779,b3316,89
511145,b1779,b2290,73
511145,b1779,b3939,93
511145,b1779,b3987,130
511145,b1779,b4481,81
511145,b1779,b3612,80
511145,b1779,b2020,121
511145,b1779,b3340,131
511145,b1779,b2255,102
511145,b1779,b1854,89
511145,b1779,b3357,83
511145,b1779,b2465,96
511145,b1779,b3926,81
511145,b1779,b2836,92
511145,b1779,b1851,77
511145,b1779,b3404,123
511145,b1779,b3648,90
511145,b1779,b2052,90
511145,b1779,b3231,98
511145,b1779,b3210,123
511145,b1779,b3701,84
511145,b1779,b2913,77
511145,b1779,b3137,85
511145,b1779,b2935,65
511145,b1779,b2927,399
511145,b1779,b4129,111
511145,b1779,b2989,89
511145,b1779,b2160,60
511145,b1779,b2708,79
511145,b1779,b4382,66
511145,b1779,b3298,86
511145,b1779,b3912,114
511145,b1779,b2421,65
511145,b1779,b3309,95
511145,b1779,b3988,107
511145,b1779,b3321,93
511145,b1779,b2878,75
511145,b1779,b2562,99
511145,b1779,b4054,91
511145,b1779,b1805,92
511145,b1779,b2526,137
511145,b1779,b3295,137
511145,b1779,b3992,92
511145,b1779,b2582,181
511145,b1779,b4019,65
511145,b1779,b3728,99
511145,b1779,b3870,94
511145,b1779,b3165,88
511145,b1779,b4211,82
511145,b1779,b3433,94
511145,b1779,b2281,90
511145,b1779,b2143,92
511145,b1779,b2508,73
511145,b1779,b3026,123
511145,b1779,b3640,71
511145,b1779,b1781,78
511145,b1779,b2837,111
511145,b1779,b2662,65
511145,b1779,b2216,123
511145,b1779,b3985,93
511145,b1779,b2133,66
511145,b1779,b1866,70
511145,b1779,b3705,105
511145,b1779,b3927,66
511145,b1779,b4161,133
511145,b1779,b3982,61
511145,b1779,b3318,89
511145,b1779,b3117,91
511145,b1779,b2842,89
511145,b1779,b3470,485
511145,b1779,b2147,75
511145,b1779,b3303,88
511145,b1779,b3320,131
511145,b1779,b2779,281
511145,b1779,b4332,85
511145,b1779,b2908,63
511145,b1779,b2096,85
511145,b1779,b3771,77
511145,b1779,b2551,91
511145,b1779,b2414,65
511145,b1779,b3772,91
511145,b1779,b3296,85
511145,b1779,b3314,99
511145,b1779,b3752,60
511145,b1779,b3008,93
511145,b1779,b2556,123
511145,b1779,b3734,79
511145,b1779,b3297,86
511145,b1779,b3003,89
511145,b1779,b2218,123
511145,b1779,b2302,89
511145,b1779,b2370,123
511145,b1779,b2902,89
511145,b1779,b2926,276
511145,b1779,b3687,78
511145,b1779,b3153,91
511145,b1779,b3236,90
511145,b1779,b2720,90
511145,b1779,b3229,89
511145,b1779,b3385,68
511145,b1779,b2541,89
511145,b1779,b2195,111
511145,b1779,b4168,502
511145,b1779,b3438,111
511145,b1779,b2499,99
511145,b1779,b3363,121
511145,b1779,b2627,347
511145,b1779,b1812,75
511145,b1779,b3417,87
511145,b1779,b3847,63
511145,b1779,b4143,91
511145,b1779,b3530,266
511145,b1779,b4031,85
511145,b1779,b2095,372
511145,b1779,b4399,123
511145,b1779,b1939,273
511145,b1779,b2762,64
511145,b1779,b2871,91
511145,b1779,b4297,77
511145,b1779,b3305,99
511145,b1779,b2830,65
511145,b1779,b2029,91
511145,b1779,b3311,99
511145,b1779,b2774,89
511145,b1779,b2426,89
511145,b1779,b4112,123
511145,b1779,b2315,78
511145,b1779,b2752,64
511145,b1779,b3686,78
511145,b1779,b3302,86
511145,b1779,b3737,65
511145,b1779,b4179,86
511145,b1779,b2705,89
511145,b1779,b1864,77
511145,b1779,b2488,90
511145,b1780,b2268,378
511145,b1780,b2069,73
511145,b1781,b2542,71
511145,b1781,b2341,61
511145,b1781,b4267,84
511145,b1781,b3752,88
511145,b1781,b3962,90
511145,b1781,b2779,112
511145,b1781,b2834,87
511145,b1781,b3402,82
511145,b1781,b2799,86
511145,b1781,b3919,65
511145,b1781,b3500,90
511145,b1781,b4465,84
511145,b1781,b3608,75
511145,b1781,b3588,75
511145,b1781,b3908,71
511145,b1781,b3846,61
511145,b1781,b4242,82
511145,b1781,b4249,59
511145,b1781,b2545,84
511145,b1781,b3575,88
511145,b1781,b2029,83
511145,b1781,b2927,78
511145,b1781,b2455,75
511145,b1781,b2935,89
511145,b1781,b2764,60
511145,b1781,b4019,80
511145,b1781,b3589,86
511145,b1781,b3001,87
511145,b1781,b2426,59
511145,b1781,b2171,63
511145,b1781,b3236,93
511145,b1781,b2453,86
511145,b1781,b2926,83
511145,b1781,b2902,59
511145,b1781,b2518,89
511145,b1781,b3003,59
511145,b1781,b4143,91
511145,b1781,b3553,69
511145,b1781,b4177,89
511145,b1781,b2544,66
511145,b1785,b1923,134
511145,b1785,b2067,66
511145,b1785,b3072,96
511145,b1785,b1787,90
511145,b1785,b3210,66
511145,b1785,b3357,89
511145,b1786,b1787,90
511145,b1786,b4081,500
511145,b1786,b1923,134
511145,b1786,b3210,66
511145,b1786,b3072,96
511145,b1786,b2067,66
511145,b1787,b1946,273
511145,b1787,b1937,273
511145,b1787,b1923,188
511145,b1787,b1884,273
511145,b1790,b3292,48
511145,b1790,b3947,65
511145,b1790,b4063,48
511145,b1792,b1797,109
511145,b1794,b2369,91
511145,b1794,b2217,91
511145,b1794,b3912,94
511145,b1794,b4366,91
511145,b1794,b3210,118
511145,b1794,b2163,89
511145,b1794,b3025,94
511145,b1794,b3770,92
511145,b1794,b3357,89
511145,b1794,b2741,129
511145,b1794,b2193,91
511145,b1794,b4113,94
511145,b1794,b1923,134
511145,b1794,b2573,90
511145,b1794,b3669,91
511145,b1794,b2079,94
511145,b1794,b1830,90
511145,b1794,b3072,438
511145,b1794,b4401,94
511145,b1794,b3067,129
511145,b1794,b4365,91
511145,b1794,b4355,195
511145,b1794,b3464,92
511145,b1794,b1914,91
511145,b1794,b4293,90
511145,b1794,b3530,88
511145,b1794,b3405,94
511145,b1794,b1885,195
511145,b1794,b1916,91
511145,b1794,b1886,195
511145,b1794,b4398,94
511145,b1794,b1969,94
511145,b1794,b2067,118
511145,b1794,b3520,91
511145,b1799,b4125,61
511145,b1800,b4014,90
511145,b1800,b3414,84
511145,b1800,b3670,65
511145,b1800,b2661,91
511145,b1800,b3732,85
511145,b1800,b2844,61
511145,b1800,b2708,65
511145,b1800,b1876,65
511145,b1800,b3339,83
511145,b1800,b3298,85
511145,b1800,b2421,78
511145,b1800,b2287,89
511145,b1800,b3309,87
511145,b1800,b3311,65
511145,b1800,b4054,89
511145,b1800,b2283,89
511145,b1800,b3734,89
511145,b1800,b4481,81
511145,b1800,b3612,89
511145,b1800,b2370,92
511145,b1800,b2518,66
511145,b1800,b2224,61
511145,b1800,b3236,135
511145,b1800,b3073,65
511145,b1800,b2514,79
511145,b1800,b4153,93
511145,b1800,b4154,93
511145,b1800,b3926,81
511145,b1800,b4187,90
511145,b1800,b4177,135
511145,b1800,b4143,65
511145,b1800,b2341,80
511145,b1800,b3317,86
511145,b1800,b2286,128
511145,b1800,b3807,81
511145,b1800,b3359,65
511145,b1800,b2551,88
511145,b1800,b2414,78
511145,b1800,b3733,89
511145,b1800,b3962,90
511145,b1800,b3316,89
511145,b1800,b3939,71
511145,b1800,b3916,89
511145,b1800,b3008,71
511145,b1800,b2976,90
511145,b1800,b4572,118
511145,b1800,b2463,87
511145,b1800,b3165,87
511145,b1800,b3608,91
511145,b1800,b3500,90
511145,b1800,b4069,94
511145,b1800,b3187,63
511145,b1800,b2284,89
511145,b1800,b3026,62
511145,b1800,b4025,72
511145,b1800,b3527,98
511145,b1800,b3846,80
511145,b1802,b2539,648
511145,b1803,b2542,283
511145,b1803,b2286,802
511145,b1803,b3213,247
511145,b1803,b2842,199
511145,b1803,b4266,199
511145,b1803,b2763,254
511145,b1803,b2237,243
511145,b1803,b3207,243
511145,b1803,b4309,226
511145,b1803,b2281,269
511145,b1803,b3919,65
511145,b1803,b3152,233
511145,b1803,b4211,233
511145,b1803,b4025,65
511145,b1803,b3527,186
511145,b1803,b2282,560
511145,b1803,b2468,247
511145,b1803,b2288,560
511145,b1803,b4249,199
511145,b1803,b2887,247
511145,b1803,b2285,279
511145,b1803,b2284,281
511145,b1803,b2137,199
511145,b1803,b2278,188
511145,b1803,b2515,115
511145,b1803,b2146,247
511145,b1803,b2530,48
511145,b1803,b2277,567
511145,b1803,b3623,246
511145,b1803,b3863,61
511145,b1803,b2283,281
511145,b1803,b2705,199
511145,b1803,b2764,253
511145,b1803,b2488,269
511145,b1803,b2287,560
511145,b1803,b2426,199
511145,b1803,b2774,199
511145,b1803,b2562,269
511145,b1803,b2878,247
511145,b1803,b3621,246
511145,b1803,b2279,243
511145,b1803,b2276,560
511145,b1803,b2720,269
511145,b1803,b2484,188
511145,b1803,b2541,199
511145,b1803,b3620,246
511145,b1803,b3003,199
511145,b1803,b3734,89
511145,b1803,b3081,247
511145,b1803,b2902,199
511145,b1803,b2280,243
511145,b1803,b2836,53
511145,b1803,b2529,124
511145,b1803,b3632,246
511145,b1803,b3363,254
511145,b1804,b3311,660
511145,b1804,b3309,550
511145,b1804,b3301,281
511145,b1804,b3341,637
511145,b1804,b3302,273
511145,b1804,b3295,112
511145,b1804,b4179,740
511145,b1804,b3310,274
511145,b1804,b3965,71
511145,b1804,b3863,89
511145,b1804,b2785,71
511145,b1804,b4475,671
511145,b1804,b3305,273
511145,b1804,b2576,153
511145,b1804,b3304,566
511145,b1804,b2140,79
511145,b1804,b3298,673
511145,b1804,b3319,622
511145,b1804,b3289,81
511145,b1804,b1809,78
511145,b1804,b3347,90
511145,b1804,b3363,246
511145,b1804,b3231,273
511145,b1804,b3648,65
511145,b1804,b4207,90
511145,b1804,b3166,85
511145,b1804,b3297,646
511145,b1804,b1808,83
511145,b1804,b3822,89
511145,b1804,b3260,79
511145,b1804,b3612,92
511145,b1804,b2474,88
511145,b1804,b2960,119
511145,b1804,b2541,58
511145,b1804,b1844,133
511145,b1804,b3320,281
511145,b1804,b3303,90
511145,b1804,b3296,646
511145,b1804,b3316,91
511145,b1804,b3987,84
511145,b1804,b3342,637
511145,b1804,b3649,87
511145,b1804,b2699,102
511145,b1804,b3317,273
511145,b1804,b2745,87
511145,b1804,b3315,274
511145,b1804,b2798,89
511145,b1804,b3162,153
511145,b1804,b3318,600
511145,b1804,b3312,281
511145,b1804,b2567,85
511145,b1804,b1835,81
511145,b1804,b2400,214
511145,b1804,b3308,273
511145,b1804,b4049,79
511145,b1804,b2891,157
511145,b1804,b3306,624
511145,b1804,b3985,283
511145,b1804,b3165,657
511145,b1804,b3407,104
511145,b1804,b4162,87
511145,b1804,b3780,153
511145,b1805,b2283,251
511145,b1805,b3310,544
511145,b1805,b3295,229
511145,b1805,b2488,186
511145,b1805,b4175,71
511145,b1805,b3617,62
511145,b1805,b3301,583
511145,b1805,b3001,140
511145,b1805,b3988,63
511145,b1805,b3309,580
511145,b1805,b3311,558
511145,b1805,b2562,186
511145,b1805,b3321,270
511145,b1805,b3341,269
511145,b1805,b4054,210
511145,b1805,b2844,59
511145,b1805,b3304,272
511145,b1805,b3319,259
511145,b1805,b3298,222
511145,b1805,b2029,76
511145,b1805,b2455,106
511145,b1805,b3186,546
511145,b1805,b3305,475
511145,b1805,b2919,88
511145,b1805,b3231,584
511145,b1805,b4143,93
511145,b1805,b3425,250
511145,b1805,b3018,89
511145,b1805,b2836,89
511145,b1805,b3363,285
511145,b1805,b2255,65
511145,b1805,b2720,186
511145,b1805,b4153,68
511145,b1805,b3357,69
511145,b1805,b2195,236
511145,b1805,b1808,199
511145,b1805,b3845,59
511145,b1805,b2224,59
511145,b1805,b3236,59
511145,b1805,b3296,270
511145,b1805,b3316,251
511145,b1805,b3314,251
511145,b1805,b3294,546
511145,b1805,b3342,270
511145,b1805,b3307,251
511145,b1805,b3987,217
511145,b1805,b3320,580
511145,b1805,b3303,270
511145,b1805,b3051,79
511145,b1805,b2779,79
511145,b1805,b2834,140
511145,b1805,b4309,192
511145,b1805,b3862,89
511145,b1805,b3313,251
511145,b1805,b3315,269
511145,b1805,b3318,272
511145,b1805,b3611,250
511145,b1805,b2342,59
511145,b1805,b3317,542
511145,b1805,b4269,64
511145,b1805,b3428,84
511145,b1805,b2341,88
511145,b1805,b2699,63
511145,b1805,b3649,253
511145,b1805,b3927,78
511145,b1805,b2184,253
511145,b1805,b3308,251
511145,b1805,b3983,479
511145,b1805,b3527,204
511145,b1805,b2239,87
511145,b1805,b2400,206
511145,b1805,b3908,281
511145,b1805,b3846,88
511145,b1805,b4069,63
511145,b1805,b3775,95
511145,b1805,b2285,251
511145,b1805,b2284,251
511145,b1805,b3312,251
511145,b1805,b2281,186
511145,b1805,b4391,65
511145,b1805,b2222,89
511145,b1805,b4029,167
511145,b1805,b3588,106
511145,b1805,b3165,269
511145,b1805,b4174,71
511145,b1805,b2668,250
511145,b1805,b3152,206
511145,b1805,b4211,206
511145,b1806,b2474,80
511145,b1807,b4168,672
511145,b1807,b3530,91
511145,b1807,b3390,111
511145,b1807,b4373,171
511145,b1807,b2710,108
511145,b1807,b1830,99
511145,b1807,b1925,108
511145,b1807,b3064,982
511145,b1807,b4146,108
511145,b1807,b1923,92
511145,b1807,b3290,94
511145,b1808,b4029,164
511145,b1808,b2260,199
511145,b1808,b2733,109
511145,b1808,b3066,78
511145,b1808,b4170,264
511145,b1808,b3778,160
511145,b1808,b3813,160
511145,b1808,b3678,214
511145,b1808,b2342,65
511145,b1808,b2798,278
511145,b1808,b2184,641
511145,b1808,b2699,83
511145,b1808,b3649,618
511145,b1808,b3987,597
511145,b1808,b1854,65
511145,b1808,b2819,89
511145,b1808,b4481,154
511145,b1808,b3822,95
511145,b1808,b3701,120
511145,b1808,b2836,199
511145,b1808,b3926,154
511145,b1808,b3352,100
511145,b1808,b3801,214
511145,b1808,b2272,89
511145,b1808,b3863,464
511145,b1808,b3305,203
511145,b1808,b4259,133
511145,b1808,b2764,101
511145,b1808,b3295,616
511145,b1809,b3702,92
511145,b1809,b2499,92
511145,b1809,b3648,92
511145,b1809,b3340,92
511145,b1809,b4200,53
511145,b1809,b3636,92
511145,b1809,b2935,86
511145,b1809,b2871,97
511145,b1809,b3986,106
511145,b1809,b1843,104
511145,b1809,b3919,91
511145,b1809,b3772,97
511145,b1809,b3207,65
511145,b1809,b2286,82
511145,b1809,b3117,97
511145,b1812,b4161,176
511145,b1812,b3168,92
511145,b1812,b2379,73
511145,b1812,b4309,69
511145,b1812,b2290,73
511145,b1812,b2143,70
511145,b1812,b3298,88
511145,b1812,b1888,112
511145,b1812,b3081,71
511145,b1812,b2726,94
511145,b1812,b2942,170
511145,b1812,b3926,115
511145,b1812,b2991,94
511145,b1812,b3360,876
511145,b1814,b3271,91
511145,b1814,b1852,54
511145,b1814,b1917,91
511145,b1815,b2067,90
511145,b1815,b3072,146
511145,b1815,b3210,90
511145,b1815,b3261,284
511145,b1816,b3315,80
511145,b1816,b4242,66
511145,b1817,b1832,228
511145,b1817,b1818,645
511145,b1817,b3794,363
511145,b1817,b3202,111
511145,b1817,b2926,68
511145,b1817,b3705,68
511145,b1817,b2741,111
511145,b1817,b3919,54
511145,b1817,b2415,954
511145,b1817,b1819,645
511145,b1818,b3140,613
511145,b1818,b1819,960
511145,b1819,b3139,613
511145,b1822,b1871,85
511145,b1822,b2232,85
511145,b1822,b2508,90
511145,b1822,b2026,132
511145,b1822,b2806,68
511145,b1823,b3180,136
511145,b1823,b2568,93
511145,b1823,b3341,87
511145,b1823,b4179,355
511145,b1823,b3295,107
511145,b1823,b3186,78
511145,b1823,b3783,85
511145,b1823,b2576,119
511145,b1823,b3304,108
511145,b1823,b3298,109
511145,b1823,b3289,140
511145,b1823,b3926,130
511145,b1823,b4187,378
511145,b1823,b4000,774
511145,b1823,b2926,79
511145,b1823,b1913,266
511145,b1823,b3168,62
511145,b1823,b3303,78
511145,b1823,b2742,57
511145,b1823,b2842,73
511145,b1823,b3164,94
511145,b1823,b3162,184
511145,b1823,b3318,109
511145,b1823,b2567,89
511145,b1823,b3986,89
511145,b1823,b3984,157
511145,b1823,b4114,111
511145,b1823,b2569,90
511145,b1823,b4172,379
511145,b1823,b3780,119
511145,b1827,b1836,594
511145,b1827,b3988,151
511145,b1827,b3261,96
511145,b1829,b4399,65
511145,b1829,b3178,91
511145,b1829,b3553,93
511145,b1829,b2514,95
511145,b1829,b2764,151
511145,b1829,b2566,93
511145,b1829,b4175,71
511145,b1829,b2526,60
511145,b1829,b3424,81
511145,b1829,b3908,77
511145,b1829,b2690,66
511145,b1829,b2001,81
511145,b1829,b3300,127
511145,b1829,b4174,71
511145,b1829,b1945,256
511145,b1829,b3911,65
511145,b1830,b3250,99
511145,b1830,b4202,99
511145,b1830,b2370,91
511145,b1830,b2255,94
511145,b1830,b4200,99
511145,b1830,b3464,99
511145,b1830,b4179,99
511145,b1830,b4203,99
511145,b1830,b2608,99
511145,b1830,b3885,91
511145,b1830,b3251,94
511145,b1830,b1876,99
511145,b1830,b2786,93
511145,b1830,b3775,91
511145,b1830,b2114,185
511145,b1830,b3200,99
511145,b1830,b2516,99
511145,b1830,b3066,99
511145,b1830,b3812,91
511145,b1830,b2134,92
511145,b1830,b3163,900
511145,b1830,b2067,90
511145,b1830,b1937,99
511145,b1830,b2733,99
511145,b1830,b1856,90
511145,b1830,b3651,91
511145,b1830,b1978,281
511145,b1830,b1959,91
511145,b1830,b1866,99
511145,b1830,b2742,90
511145,b1830,b3781,500
511145,b1831,b2608,109
511145,b1831,b3311,111
511145,b1831,b2369,500
511145,b1831,b2909,109
511145,b1831,b3288,127
511145,b1831,b3871,542
511145,b1831,b3556,144
511145,b1831,b4266,144
511145,b1831,b2745,144
511145,b1831,b3307,66
511145,b1831,b3700,127
511145,b1831,b3778,144
511145,b1831,b2471,109
511145,b1831,b3826,144
511145,b1831,b1967,399
511145,b1832,b1836,285
511145,b1832,b3781,148
511145,b1833,b4401,182
511145,b1834,b3126,64
511145,b1834,b2755,151
511145,b1835,b3984,285
511145,b1835,b3165,88
511145,b1835,b4174,78
511145,b1835,b2066,67
511145,b1835,b3780,274
511145,b1835,b2606,208
511145,b1835,b4249,64
511145,b1835,b3185,208
511145,b1835,b2114,65
511145,b1835,b2584,133
511145,b1835,b3986,277
511145,b1835,b2508,90
511145,b1835,b3312,564
511145,b1835,b2137,64
511145,b1835,b2567,168
511145,b1835,b3983,154
511145,b1835,b3980,182
511145,b1835,b2400,148
511145,b1835,b3064,79
511145,b1835,b4049,71
511145,b1835,b3985,617
511145,b1835,b2891,206
511145,b1835,b4266,64
511145,b1835,b3317,211
511145,b1835,b3179,620
511145,b1835,b2184,89
511145,b1835,b2745,90
511145,b1835,b3315,618
511145,b1835,b2780,88
511145,b1835,b3299,182
511145,b1835,b3162,274
511145,b1835,b3318,617
511145,b1835,b3320,618
511145,b1835,b2330,85
511145,b1835,b2522,65
511145,b1835,b3313,154
511145,b1835,b3316,90
511145,b1835,b3294,208
511145,b1835,b3314,89
511145,b1835,b3987,87
511145,b1835,b3166,65
511145,b1835,b3183,168
511145,b1835,b3340,87
511145,b1835,b3236,84
511145,b1835,b3260,71
511145,b1835,b2474,79
511145,b1835,b2697,91
511145,b1835,b2960,193
511145,b1835,b3347,172
511145,b1835,b2252,64
511145,b1835,b4506,182
511145,b1835,b3648,91
511145,b1835,b3231,617
511145,b1835,b4207,172
511145,b1835,b3186,208
511145,b1835,b4475,83
511145,b1835,b3305,491
511145,b1835,b3304,168
511145,b1835,b2140,71
511145,b1835,b2576,274
511145,b1835,b3339,182
511145,b1835,b3319,616
511145,b1835,b2318,90
511145,b1835,b3301,617
511145,b1835,b3309,619
511145,b1835,b3988,83
511145,b1835,b2426,64
511145,b1835,b3321,88
511145,b1835,b3341,77
511145,b1835,b3302,615
511145,b1835,b2072,61
511145,b1835,b3636,257
511145,b1835,b4395,64
511145,b1835,b2127,91
511145,b1835,b4203,208
511145,b1835,b3310,549
511145,b1835,b3295,76
511145,b1835,b4179,85
511145,b1835,b4175,78
511145,b1836,b3261,500
511145,b1836,b1953,774
511145,b1838,b4332,66
511145,b1838,b3532,84
511145,b1838,b2072,86
511145,b1841,b2542,620
511145,b1842,b4059,366
511145,b1842,b4259,425
511145,b1842,b4372,485
511145,b1842,b3453,374
511145,b1842,b3701,800
511145,b1843,b3081,66
511145,b1843,b3845,90
511145,b1843,b2218,88
511145,b1843,b3236,69
511145,b1843,b2224,90
511145,b1843,b2518,65
511145,b1843,b2370,88
511145,b1843,b2836,90
511145,b1843,b4143,62
511145,b1843,b2507,65
511145,b1843,b2937,73
511145,b1843,b4167,63
511145,b1843,b3210,88
511145,b1843,b2844,90
511145,b1843,b2568,93
511145,b1843,b3262,93
511145,b1843,b2315,88
511145,b1843,b2878,92
511145,b1843,b1867,69
511145,b1843,b3915,77
511145,b1843,b4172,79
511145,b1843,b2786,88
511145,b1843,b2887,66
511145,b1843,b2468,66
511145,b1843,b3846,81
511145,b1843,b2341,81
511145,b1843,b2905,63
511145,b1843,b2342,90
511145,b1843,b2779,85
511145,b1843,b2147,89
511145,b1844,b3780,112
511145,b1844,b4162,92
511145,b1844,b3984,65
511145,b1844,b3985,88
511145,b1844,b3983,65
511145,b1844,b3312,71
511145,b1844,b3185,89
511145,b1844,b3162,112
511145,b1844,b2798,62
511145,b1844,b3315,63
511145,b1844,b3317,106
511145,b1844,b3179,89
511145,b1844,b3987,78
511145,b1844,b3320,63
511145,b1844,b3822,75
511145,b1844,b3231,89
511145,b1844,b4143,60
511145,b1844,b3319,63
511145,b1844,b2576,112
511145,b1844,b3863,62
511145,b1844,b4179,75
511145,b1844,b3302,125
511145,b1844,b2899,73
511145,b1844,b3321,66
511145,b1844,b3988,105
511145,b1844,b3309,65
511145,b1846,b3781,500
511145,b1848,b3030,158
511145,b1850,b2622,179
511145,b1850,b3076,166
511145,b1851,b2463,112
511145,b1851,b2151,101
511145,b1851,b2837,101
511145,b1851,b3962,65
511145,b1851,b2329,94
511145,b1851,b3987,89
511145,b1851,b3916,89
511145,b1851,b3041,102
511145,b1851,b1854,76
511145,b1851,b4143,89
511145,b1851,b3770,154
511145,b1851,b2529,132
511145,b1851,b2465,70
511145,b1851,b3926,84
511145,b1851,b3438,101
511145,b1851,b4177,79
511145,b1851,b2708,94
511145,b1851,b2029,77
511145,b1851,b2714,101
511145,b1851,b3414,89
511145,b1851,b2935,70
511145,b1851,b4006,79
511145,b1851,b2927,77
511145,b1851,b3670,81
511145,b1851,b3934,101
511145,b1851,b4264,101
511145,b1852,b4396,90
511145,b1852,b2290,81
511145,b1852,b2329,111
511145,b1852,b2312,87
511145,b1852,b2379,81
511145,b1852,b4268,81
511145,b1852,b4241,122
511145,b1852,b3519,82
511145,b1852,b4062,102
511145,b1852,b2237,58
511145,b1852,b2599,101
511145,b1852,b2699,72
511145,b1852,b2837,122
511145,b1852,b3075,122
511145,b1852,b4085,255
511145,b1852,b4301,255
511145,b1852,b3281,101
511145,b1852,b2151,122
511145,b1852,b3187,77
511145,b1852,b3775,84
511145,b1852,b2786,90
511145,b1852,b3753,122
511145,b1852,b2592,543
511145,b1852,b3386,255
511145,b1852,b2069,64
511145,b1852,b3588,88
511145,b1852,b3934,122
511145,b1852,b2526,64
511145,b1852,b3440,79
511145,b1852,b3437,81
511145,b1852,b4264,122
511145,b1852,b3946,171
511145,b1852,b2714,122
511145,b1852,b2029,159
511145,b1852,b2600,101
511145,b1852,b2927,89
511145,b1852,b2455,88
511145,b1852,b2935,214
511145,b1852,b3210,90
511145,b1852,b3569,184
511145,b1852,b2052,69
511145,b1852,b4143,90
511145,b1852,b3438,122
511145,b1852,b2465,214
511145,b1852,b3357,62
511145,b1852,b2464,171
511145,b1852,b2195,100
511145,b1852,b2255,69
511145,b1852,b2370,90
511145,b1852,b2218,90
511145,b1854,b3080,72
